Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

01:20:38 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:20:39 PM  1000     53773         -  199.00  170.00    0.00    0.00  369.00     5  npuforge-node.s
01:20:39 PM  1000         -     53773    0.00    0.00    0.00    0.00    0.00     5  |__npuforge-node.s
01:20:39 PM  1000         -     53774   25.00   21.00    0.00    2.00   46.00     5  |__tokio-rt-worker
01:20:39 PM  1000         -     53775   27.00   20.00    0.00    2.00   47.00     2  |__tokio-rt-worker
01:20:39 PM  1000         -     53776   24.00   20.00    0.00    1.00   44.00     5  |__tokio-rt-worker
01:20:39 PM  1000         -     53777   27.00   21.00    0.00    3.00   48.00     5  |__tokio-rt-worker
01:20:39 PM  1000         -     53778   24.00   23.00    0.00    4.00   47.00     4  |__tokio-rt-worker
01:20:39 PM  1000         -     53779   24.00   19.00    0.00    1.00   43.00     5  |__tokio-rt-worker
01:20:39 PM  1000         -     53780   23.00   25.00    0.00    3.00   48.00     6  |__tokio-rt-worker
01:20:39 PM  1000         -     53781   24.00   22.00    0.00    3.00   46.00     2  |__tokio-rt-worker
01:20:40 PM  1000     53773         -  191.00  173.00    0.00    0.00  364.00     5  npuforge-node.s
01:20:40 PM  1000         -     53773    0.00    0.00    0.00    0.00    0.00     5  |__npuforge-node.s
01:20:40 PM  1000         -     53774   24.00   22.00    0.00    2.00   46.00     5  |__tokio-rt-worker
01:20:40 PM  1000         -     53775   23.00   23.00    0.00    3.00   46.00     3  |__tokio-rt-worker
01:20:40 PM  1000         -     53776   25.00   23.00    0.00    2.00   48.00     5  |__tokio-rt-worker
01:20:40 PM  1000         -     53777   25.00   20.00    0.00    2.00   45.00     1  |__tokio-rt-worker
01:20:40 PM  1000         -     53778   22.00   23.00    0.00    4.00   45.00     6  |__tokio-rt-worker
01:20:40 PM  1000         -     53779   26.00   18.00    0.00    2.00   44.00     1  |__tokio-rt-worker
01:20:40 PM  1000         -     53780   23.00   23.00    0.00    3.00   46.00     4  |__tokio-rt-worker
01:20:40 PM  1000         -     53781   26.00   21.00    0.00    3.00   47.00     0  |__tokio-rt-worker
01:20:41 PM  1000     53773         -  188.12  153.47    0.00    0.00  341.58     5  npuforge-node.s
01:20:41 PM  1000         -     53773    0.00    0.00    0.00    0.00    0.00     5  |__npuforge-node.s
01:20:41 PM  1000         -     53774   19.80   23.76    0.00    1.98   43.56     5  |__tokio-rt-worker
01:20:41 PM  1000         -     53775   26.73   20.79    0.00    0.99   47.52     3  |__tokio-rt-worker
01:20:41 PM  1000         -     53776   23.76   17.82    0.00    0.99   41.58     4  |__tokio-rt-worker
01:20:41 PM  1000         -     53777   21.78   16.83    0.00    0.99   38.61     4  |__tokio-rt-worker
01:20:41 PM  1000         -     53778   24.75   16.83    0.00    0.99   41.58     4  |__tokio-rt-worker
01:20:41 PM  1000         -     53779   23.76   18.81    0.00    0.99   42.57     6  |__tokio-rt-worker
01:20:41 PM  1000         -     53780   23.76   16.83    0.00    3.96   40.59     3  |__tokio-rt-worker
01:20:41 PM  1000         -     53781   23.76   19.80    0.00    1.98   43.56     1  |__tokio-rt-worker
01:20:42 PM  1000     53773         -  190.00  166.00    0.00    0.00  356.00     5  npuforge-node.s
01:20:42 PM  1000         -     53773    0.00    0.00    0.00    0.00    0.00     5  |__npuforge-node.s
01:20:42 PM  1000         -     53774   23.00   23.00    0.00    2.00   46.00     7  |__tokio-rt-worker
01:20:42 PM  1000         -     53775   25.00   18.00    0.00    2.00   43.00     5  |__tokio-rt-worker
01:20:42 PM  1000         -     53776   24.00   18.00    0.00    3.00   42.00     7  |__tokio-rt-worker
01:20:42 PM  1000         -     53777   21.00   24.00    0.00    3.00   45.00     5  |__tokio-rt-worker
01:20:42 PM  1000         -     53778   23.00   19.00    0.00    2.00   42.00     2  |__tokio-rt-worker
01:20:42 PM  1000         -     53779   23.00   22.00    0.00    1.00   45.00     1  |__tokio-rt-worker
