Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

01:15:58 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:15:59 PM  1000     52222         -  214.00  154.00    0.00    0.00  368.00     7  npuforge-node.s
01:15:59 PM  1000         -     52222    0.00    0.00    0.00    0.00    0.00     7  |__npuforge-node.s
01:15:59 PM  1000         -     52223   24.00   22.00    0.00    2.00   46.00     5  |__tokio-rt-worker
01:15:59 PM  1000         -     52224   27.00   21.00    0.00    2.00   48.00     0  |__tokio-rt-worker
01:15:59 PM  1000         -     52225   28.00   18.00    0.00    3.00   46.00     6  |__tokio-rt-worker
01:15:59 PM  1000         -     52226   28.00   17.00    0.00    2.00   45.00     2  |__tokio-rt-worker
01:15:59 PM  1000         -     52227   28.00   18.00    0.00    3.00   46.00     5  |__tokio-rt-worker
01:15:59 PM  1000         -     52228   27.00   17.00    0.00    2.00   44.00     3  |__tokio-rt-worker
01:15:59 PM  1000         -     52229   25.00   21.00    0.00    1.00   46.00     4  |__tokio-rt-worker
01:15:59 PM  1000         -     52230   28.00   19.00    0.00    2.00   47.00     5  |__tokio-rt-worker
01:16:00 PM  1000     52222         -  192.00  149.00    0.00    0.00  341.00     7  npuforge-node.s
01:16:00 PM  1000         -     52222    0.00    0.00    0.00    0.00    0.00     7  |__npuforge-node.s
01:16:00 PM  1000         -     52223   23.00   18.00    0.00    1.00   41.00     3  |__tokio-rt-worker
01:16:00 PM  1000         -     52224   26.00   19.00    0.00    2.00   45.00     6  |__tokio-rt-worker
01:16:00 PM  1000         -     52225   25.00   18.00    0.00    2.00   43.00     6  |__tokio-rt-worker
01:16:00 PM  1000         -     52226   27.00   17.00    0.00    1.00   44.00     2  |__tokio-rt-worker
01:16:00 PM  1000         -     52227   20.00   22.00    0.00    1.00   42.00     7  |__tokio-rt-worker
01:16:00 PM  1000         -     52228   27.00   16.00    0.00    2.00   43.00     3  |__tokio-rt-worker
01:16:00 PM  1000         -     52229   22.00   19.00    0.00    2.00   41.00     5  |__tokio-rt-worker
01:16:00 PM  1000         -     52230   21.00   20.00    0.00    2.00   41.00     4  |__tokio-rt-worker
01:16:01 PM  1000     52222         -  181.00  150.00    0.00    0.00  331.00     7  npuforge-node.s
01:16:01 PM  1000         -     52222    0.00    0.00    0.00    0.00    0.00     7  |__npuforge-node.s
01:16:01 PM  1000         -     52223   22.00   20.00    0.00    3.00   42.00     7  |__tokio-rt-worker
01:16:01 PM  1000         -     52224   24.00   18.00    0.00    2.00   42.00     5  |__tokio-rt-worker
01:16:01 PM  1000         -     52225   21.00   16.00    0.00    1.00   37.00     3  |__tokio-rt-worker
01:16:01 PM  1000         -     52226   20.00   22.00    0.00    2.00   42.00     6  |__tokio-rt-worker
01:16:01 PM  1000         -     52227   24.00   18.00    0.00    2.00   42.00     4  |__tokio-rt-worker
01:16:01 PM  1000         -     52228   25.00   16.00    0.00    1.00   41.00     5  |__tokio-rt-worker
01:16:01 PM  1000         -     52229   23.00   19.00    0.00    3.00   42.00     0  |__tokio-rt-worker
01:16:01 PM  1000         -     52230   23.00   21.00    0.00    1.00   44.00     2  |__tokio-rt-worker
01:16:02 PM  1000     52222         -  212.00  147.00    0.00    0.00  359.00     7  npuforge-node.s
01:16:02 PM  1000         -     52222    0.00    0.00    0.00    0.00    0.00     7  |__npuforge-node.s
01:16:02 PM  1000         -     52223   29.00   20.00    0.00    1.00   49.00     6  |__tokio-rt-worker
01:16:02 PM  1000         -     52224   26.00   16.00    0.00    2.00   42.00     7  |__tokio-rt-worker
01:16:02 PM  1000         -     52225   29.00   18.00    0.00    2.00   47.00     4  |__tokio-rt-worker
01:16:02 PM  1000         -     52226   26.00   19.00    0.00    2.00   45.00     6  |__tokio-rt-worker
01:16:02 PM  1000         -     52227   25.00   21.00    0.00    1.00   46.00     4  |__tokio-rt-worker
01:16:02 PM  1000         -     52228   25.00   18.00    0.00    1.00   43.00     2  |__tokio-rt-worker
01:16:02 PM  1000         -     52229   24.00   16.00    0.00    2.00   40.00     3  |__tokio-rt-worker
01:16:02 PM  1000         -     52230   28.00   19.00    0.00    3.00   47.00     5  |__tokio-rt-worker
01:16:03 PM  1000     52222         -  196.00  150.00    0.00    0.00  346.00     7  npuforge-node.s
01:16:03 PM  1000         -     52222    0.00    0.00    0.00    0.00    0.00     7  |__npuforge-node.s
01:16:03 PM  1000         -     52223   28.00   17.00    0.00    1.00   45.00     3  |__tokio-rt-worker
01:16:03 PM  1000         -     52224   21.00   20.00    0.00    1.00   41.00     5  |__tokio-rt-worker
01:16:03 PM  1000         -     52225   25.00   20.00    0.00    2.00   45.00     1  |__tokio-rt-worker
01:16:03 PM  1000         -     52226   22.00   22.00    0.00    1.00   44.00     0  |__tokio-rt-worker
01:16:03 PM  1000         -     52227   26.00   17.00    0.00    1.00   43.00     4  |__tokio-rt-worker
01:16:03 PM  1000         -     52228   26.00   18.00    0.00    2.00   44.00     7  |__tokio-rt-worker
01:16:03 PM  1000         -     52229   22.00   20.00    0.00    2.00   42.00     4  |__tokio-rt-worker
01:16:03 PM  1000         -     52230   26.00   15.00    0.00    2.00   41.00     6  |__tokio-rt-worker
01:16:04 PM  1000     52222         -  198.00  146.00    0.00    0.00  344.00     7  npuforge-node.s
01:16:04 PM  1000         -     52222    0.00    0.00    0.00    0.00    0.00     7  |__npuforge-node.s
01:16:04 PM  1000         -     52223   26.00   19.00    0.00    2.00   45.00     3  |__tokio-rt-worker
01:16:04 PM  1000         -     52224   22.00   19.00    0.00    2.00   41.00     5  |__tokio-rt-worker
01:16:04 PM  1000         -     52225   29.00   15.00    0.00    1.00   44.00     4  |__tokio-rt-worker
01:16:04 PM  1000         -     52226   26.00   19.00    0.00    2.00   45.00     6  |__tokio-rt-worker
01:16:04 PM  1000         -     52227   22.00   20.00    0.00    2.00   42.00     2  |__tokio-rt-worker
01:16:04 PM  1000         -     52228   22.00   20.00    0.00    2.00   42.00     7  |__tokio-rt-worker
01:16:04 PM  1000         -     52229   27.00   16.00    0.00    1.00   43.00     3  |__tokio-rt-worker
01:16:04 PM  1000         -     52230   24.00   19.00    0.00    1.00   43.00     0  |__tokio-rt-worker
01:16:05 PM  1000     52222         -  197.00  149.00    0.00    0.00  346.00     7  npuforge-node.s
01:16:05 PM  1000         -     52222    0.00    0.00    0.00    0.00    0.00     7  |__npuforge-node.s
01:16:05 PM  1000         -     52223   22.00   24.00    0.00    1.00   46.00     1  |__tokio-rt-worker
01:16:05 PM  1000         -     52224   27.00   13.00    0.00    1.00   40.00     7  |__tokio-rt-worker
01:16:05 PM  1000         -     52225   25.00   19.00    0.00    2.00   44.00     2  |__tokio-rt-worker
01:16:05 PM  1000         -     52226   25.00   16.00    0.00    2.00   41.00     7  |__tokio-rt-worker
01:16:05 PM  1000         -     52227   25.00   17.00    0.00    3.00   42.00     4  |__tokio-rt-worker
01:16:05 PM  1000         -     52228   22.00   22.00    0.00    1.00   44.00     6  |__tokio-rt-worker
01:16:05 PM  1000         -     52229   24.00   18.00    0.00    2.00   42.00     6  |__tokio-rt-worker
01:16:05 PM  1000         -     52230   26.00   19.00    0.00    2.00   45.00     5  |__tokio-rt-worker
01:16:06 PM  1000     52222         -  174.00  151.00    0.00    0.00  325.00     7  npuforge-node.s
01:16:06 PM  1000         -     52222    0.00    0.00    0.00    0.00    0.00     7  |__npuforge-node.s
01:16:06 PM  1000         -     52223   22.00   21.00    0.00    2.00   43.00     6  |__tokio-rt-worker
01:16:06 PM  1000         -     52224   19.00   20.00    0.00    1.00   39.00     7  |__tokio-rt-worker
01:16:06 PM  1000         -     52225   23.00   20.00    0.00    2.00   43.00     4  |__tokio-rt-worker
01:16:06 PM  1000         -     52226   22.00   18.00    0.00    1.00   40.00     7  |__tokio-rt-worker
01:16:06 PM  1000         -     52227   23.00   20.00    0.00    1.00   43.00     5  |__tokio-rt-worker
01:16:06 PM  1000         -     52228   26.00   15.00    0.00    1.00   41.00     3  |__tokio-rt-worker
01:16:06 PM  1000         -     52229   20.00   17.00    0.00    2.00   37.00     7  |__tokio-rt-worker
01:16:06 PM  1000         -     52230   20.00   21.00    0.00    1.00   41.00     4  |__tokio-rt-worker
