Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

01:15:58 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:15:59 PM  all   27.15    0.00   17.10    0.00    0.00    8.75    0.00    0.00    0.00   47.00
01:15:59 PM    0    4.17    0.00    6.25    0.00    0.00   69.79    0.00    0.00    0.00   19.79
01:15:59 PM    1   23.96    0.00   14.58    0.00    0.00    0.00    0.00    0.00    0.00   61.46
01:15:59 PM    2   18.75    0.00   11.46    0.00    0.00    0.00    0.00    0.00    0.00   69.79
01:15:59 PM    3   23.96    0.00   13.54    0.00    0.00    0.00    0.00    0.00    0.00   62.50
01:15:59 PM    4   41.05    0.00   23.16    0.00    0.00    0.00    0.00    0.00    0.00   35.79
01:15:59 PM    5   35.71    0.00   23.47    0.00    0.00    0.00    0.00    0.00    0.00   40.82
01:15:59 PM    6   36.56    0.00   22.58    0.00    0.00    0.00    0.00    0.00    0.00   40.86
01:15:59 PM    7   33.33    0.00   21.88    0.00    0.00    0.00    0.00    0.00    0.00   44.79

01:15:59 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:16:00 PM  all   24.19    0.00   16.91    0.00    0.00    8.45    0.00    0.00    0.00   50.46
01:16:00 PM    0    7.14    0.00    6.12    0.00    0.00   66.33    0.00    0.00    0.00   20.41
01:16:00 PM    1   22.92    0.00   12.50    0.00    0.00    0.00    0.00    0.00    0.00   64.58
01:16:00 PM    2   28.42    0.00   12.63    0.00    0.00    0.00    0.00    0.00    0.00   58.95
01:16:00 PM    3   30.61    0.00   13.27    0.00    0.00    0.00    0.00    0.00    0.00   56.12
01:16:00 PM    4   25.53    0.00   26.60    0.00    0.00    0.00    0.00    0.00    0.00   47.87
01:16:00 PM    5   20.65    0.00   25.00    0.00    0.00    0.00    0.00    0.00    0.00   54.35
01:16:00 PM    6   28.28    0.00   21.21    0.00    0.00    0.00    0.00    0.00    0.00   50.51
01:16:00 PM    7   29.90    0.00   18.56    0.00    0.00    0.00    0.00    0.00    0.00   51.55

01:16:00 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
