Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

09:32:22 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:32:23 AM  all   19.02    0.00   13.75    0.00    0.00    6.81    0.00    0.00    0.00   60.41
09:32:23 AM    0   11.34    0.00    3.09    0.00    0.00   54.64    0.00    0.00    0.00   30.93
09:32:23 AM    1   29.29    0.00   17.17    0.00    0.00    0.00    0.00    0.00    0.00   53.54
09:32:23 AM    2   26.53    0.00   17.35    0.00    0.00    0.00    0.00    0.00    0.00   56.12
09:32:23 AM    3   19.59    0.00   22.68    0.00    0.00    0.00    0.00    0.00    0.00   57.73
09:32:23 AM    4   15.62    0.00   15.62    0.00    0.00    0.00    0.00    0.00    0.00   68.75
09:32:23 AM    5   15.62    0.00   10.42    0.00    0.00    0.00    0.00    0.00    0.00   73.96
09:32:23 AM    6   15.46    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   73.20
09:32:23 AM    7   18.37    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   69.39

09:32:23 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:32:24 AM  all   16.97    0.00   11.79    0.00    0.00    6.22    0.00    0.00    0.00   65.03
09:32:24 AM    0    9.38    0.00   10.42    0.00    0.00   50.00    0.00    0.00    0.00   30.21
09:32:24 AM    1   22.11    0.00   18.95    0.00    0.00    0.00    0.00    0.00    0.00   58.95
09:32:24 AM    2   15.96    0.00   13.83    0.00    0.00    0.00    0.00    0.00    0.00   70.21
09:32:24 AM    3   24.24    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   64.65
09:32:24 AM    4   16.49    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   73.20
09:32:24 AM    5   16.16    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   71.72
09:32:24 AM    6   15.62    0.00    8.33    0.00    0.00    0.00    0.00    0.00    0.00   76.04
09:32:24 AM    7   15.62    0.00    9.38    0.00    0.00    0.00    0.00    0.00    0.00   75.00

09:32:24 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
