Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

03:16:09 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:16:10 PM  all   23.03    0.00   15.01    0.00    0.00    7.89    0.00    0.00    0.00   54.08
03:16:10 PM    0   10.10    0.00    6.06    0.00    0.00   61.62    0.00    0.00    0.00   22.22
03:16:10 PM    1   23.96    0.00   12.50    0.00    0.00    0.00    0.00    0.00    0.00   63.54
03:16:10 PM    2   23.00    0.00   14.00    0.00    0.00    0.00    0.00    0.00    0.00   63.00
03:16:10 PM    3   23.47    0.00   15.31    0.00    0.00    0.00    0.00    0.00    0.00   61.22
03:16:10 PM    4   28.26    0.00   19.57    0.00    0.00    0.00    0.00    0.00    0.00   52.17
03:16:10 PM    5   25.26    0.00   17.89    0.00    0.00    0.00    0.00    0.00    0.00   56.84
03:16:10 PM    6   26.60    0.00   17.02    0.00    0.00    0.00    0.00    0.00    0.00   56.38
03:16:10 PM    7   24.24    0.00   18.18    0.00    0.00    0.00    0.00    0.00    0.00   57.58

03:16:10 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:16:11 PM  all   25.77    0.00   19.85    0.00    0.00    9.15    0.00    0.00    0.00   45.23
03:16:11 PM    0    6.80    0.00    5.83    0.00    0.00   68.93    0.00    0.00    0.00   18.45
03:16:11 PM    1   20.21    0.00   11.70    0.00    0.00    0.00    0.00    0.00    0.00   68.09
03:16:11 PM    2   19.39    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00   71.43
03:16:11 PM    3   17.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   75.00
03:16:11 PM    4   34.04    0.00   34.04    0.00    0.00    0.00    0.00    0.00    0.00   31.91
03:16:11 PM    5   40.21    0.00   28.87    0.00    0.00    0.00    0.00    0.00    0.00   30.93
03:16:11 PM    6   35.79    0.00   29.47    0.00    0.00    0.00    0.00    0.00    0.00   34.74
03:16:11 PM    7   34.74    0.00   33.68    0.00    0.00    0.00    0.00    0.00    0.00   31.58

