Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

01:17:31 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:17:32 PM  all   23.35    0.00   14.71    0.00    0.00    8.26    0.00    0.00    0.00   53.68
01:17:32 PM    0    7.00    0.00    6.00    0.00    0.00   64.00    0.00    0.00    0.00   23.00
01:17:32 PM    1   25.00    0.00   10.42    0.00    0.00    0.00    0.00    0.00    0.00   64.58
01:17:32 PM    2   28.87    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   57.73
01:17:32 PM    3   29.47    0.00   12.63    0.00    0.00    0.00    0.00    0.00    0.00   57.89
01:17:32 PM    4   24.21    0.00   17.89    0.00    0.00    0.00    0.00    0.00    0.00   57.89
01:17:32 PM    5   22.11    0.00   18.95    0.00    0.00    0.00    0.00    0.00    0.00   58.95
01:17:32 PM    6   27.72    0.00   19.80    0.00    0.00    0.00    0.00    0.00    0.00   52.48
01:17:32 PM    7   22.92    0.00   18.75    0.00    0.00    0.00    0.00    0.00    0.00   58.33

01:17:32 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:17:33 PM  all   23.76    0.00   15.54    0.00    0.00    7.83    0.00    0.00    0.00   52.87
01:17:33 PM    0   11.58    0.00    7.37    0.00    0.00   63.16    0.00    0.00    0.00   17.89
01:17:33 PM    1   24.49    0.00   17.35    0.00    0.00    0.00    0.00    0.00    0.00   58.16
01:17:33 PM    2   18.95    0.00   13.68    0.00    0.00    0.00    0.00    0.00    0.00   67.37
01:17:33 PM    3   30.93    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   57.73
01:17:33 PM    4   24.21    0.00   22.11    0.00    0.00    0.00    0.00    0.00    0.00   53.68
01:17:33 PM    5   25.77    0.00   20.62    0.00    0.00    0.00    0.00    0.00    0.00   53.61
01:17:33 PM    6   26.32    0.00   15.79    0.00    0.00    0.00    0.00    0.00    0.00   57.89
01:17:33 PM    7   27.66    0.00   15.96    0.00    0.00    0.00    0.00    0.00    0.00   56.38

01:17:33 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:17:34 PM  all   23.31    0.00   16.28    0.00    0.00    7.81    0.00    0.00    0.00   52.60
01:17:34 PM    0    7.29    0.00    6.25    0.00    0.00   62.50    0.00    0.00    0.00   23.96
01:17:34 PM    1   17.71    0.00    7.29    0.00    0.00    0.00    0.00    0.00    0.00   75.00
01:17:34 PM    2   21.65    0.00    9.28    0.00    0.00    0.00    0.00    0.00    0.00   69.07
01:17:34 PM    3   23.23    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   64.65
01:17:34 PM    4   30.21    0.00   26.04    0.00    0.00    0.00    0.00    0.00    0.00   43.75
01:17:34 PM    5   29.47    0.00   23.16    0.00    0.00    0.00    0.00    0.00    0.00   47.37
01:17:34 PM    6   27.96    0.00   23.66    0.00    0.00    0.00    0.00    0.00    0.00   48.39
01:17:34 PM    7   29.17    0.00   22.92    0.00    0.00    0.00    0.00    0.00    0.00   47.92

01:17:34 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:17:35 PM  all   25.03    0.00   18.58    0.13    0.00    8.65    0.00    0.00    0.00   47.61
01:17:35 PM    0    6.12    0.00    5.10    0.00    0.00   68.37    0.00    0.00    0.00   20.41
01:17:35 PM    1   27.27    0.00   17.17    0.00    0.00    0.00    0.00    0.00    0.00   55.56
01:17:35 PM    2   27.55    0.00   17.35    1.02    0.00    0.00    0.00    0.00    0.00   54.08
01:17:35 PM    3   23.96    0.00   15.62    0.00    0.00    0.00    0.00    0.00    0.00   60.42
01:17:35 PM    4   27.66    0.00   25.53    0.00    0.00    0.00    0.00    0.00    0.00   46.81
