Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

01:17:31 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:17:32 PM  1000     52739         -  186.14  128.71    0.00    0.00  314.85     6  npuforge-node.s
01:17:32 PM  1000         -     52739    0.00    0.00    0.00    0.00    0.00     6  |__npuforge-node.s
01:17:32 PM  1000         -     52740   22.77   14.85    0.00    0.99   37.62     6  |__tokio-rt-worker
01:17:32 PM  1000         -     52741   21.78   18.81    0.00    0.99   40.59     4  |__tokio-rt-worker
01:17:32 PM  1000         -     52742   23.76   15.84    0.00    1.98   39.60     3  |__tokio-rt-worker
01:17:32 PM  1000         -     52743   23.76   15.84    0.00    0.99   39.60     7  |__tokio-rt-worker
01:17:32 PM  1000         -     52744   22.77   14.85    0.00    1.98   37.62     1  |__tokio-rt-worker
01:17:32 PM  1000         -     52745   17.82   17.82    0.00    0.99   35.64     3  |__tokio-rt-worker
01:17:32 PM  1000         -     52746   25.74   13.86    0.00    0.99   39.60     2  |__tokio-rt-worker
01:17:32 PM  1000         -     52747   24.75   15.84    0.00    0.99   40.59     6  |__tokio-rt-worker
01:17:33 PM  1000     52739         -  188.00  145.00    0.00    0.00  333.00     6  npuforge-node.s
01:17:33 PM  1000         -     52739    0.00    0.00    0.00    0.00    0.00     6  |__npuforge-node.s
01:17:33 PM  1000         -     52740   24.00   19.00    0.00    2.00   43.00     2  |__tokio-rt-worker
01:17:33 PM  1000         -     52741   27.00   17.00    0.00    1.00   44.00     4  |__tokio-rt-worker
01:17:33 PM  1000         -     52742   22.00   20.00    0.00    1.00   42.00     5  |__tokio-rt-worker
01:17:33 PM  1000         -     52743   21.00   15.00    0.00    1.00   36.00     3  |__tokio-rt-worker
01:17:33 PM  1000         -     52744   24.00   17.00    0.00    0.00   41.00     0  |__tokio-rt-worker
01:17:33 PM  1000         -     52745   23.00   21.00    0.00    2.00   44.00     3  |__tokio-rt-worker
01:17:33 PM  1000         -     52746   24.00   19.00    0.00    1.00   43.00     7  |__tokio-rt-worker
01:17:33 PM  1000         -     52747   21.00   18.00    0.00    1.00   39.00     6  |__tokio-rt-worker
01:17:34 PM  1000     52739         -  185.00  147.00    0.00    0.00  332.00     6  npuforge-node.s
01:17:34 PM  1000         -     52739    0.00    0.00    0.00    0.00    0.00     6  |__npuforge-node.s
01:17:34 PM  1000         -     52740   20.00   21.00    0.00    2.00   41.00     1  |__tokio-rt-worker
01:17:34 PM  1000         -     52741   23.00   19.00    0.00    2.00   42.00     7  |__tokio-rt-worker
