Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

01:12:51 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:12:52 PM  all   23.23    0.00   16.90    0.00    0.00    9.68    0.00    0.00    0.00   50.19
01:12:52 PM    0    9.18    0.00    7.14    0.00    0.00   59.18    0.00    0.00    0.00   24.49
01:12:52 PM    1   21.65    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   64.95
01:12:52 PM    2   18.37    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00   72.45
01:12:52 PM    3   19.19    0.00   11.11    0.00    0.00    8.08    0.00    0.00    0.00   61.62
01:12:52 PM    4   29.79    0.00   22.34    0.00    0.00    1.06    0.00    0.00    0.00   46.81
01:12:52 PM    5   29.90    0.00   26.80    0.00    0.00    0.00    0.00    0.00    0.00   43.30
01:12:52 PM    6   32.29    0.00   21.88    0.00    0.00    0.00    0.00    0.00    0.00   45.83
01:12:52 PM    7   26.04    0.00   23.96    0.00    0.00    8.33    0.00    0.00    0.00   41.67

01:12:52 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:12:53 PM  all   24.71    0.00   17.67    0.00    0.00    8.45    0.00    0.00    0.00   49.17
01:12:53 PM    0    8.16    0.00   10.20    0.00    0.00   53.06    0.00    0.00    0.00   28.57
01:12:53 PM    1   24.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   65.00
01:12:53 PM    2   18.56    0.00    8.25    0.00    0.00    0.00    0.00    0.00    0.00   73.20
01:12:53 PM    3   19.39    0.00   11.22    0.00    0.00    7.14    0.00    0.00    0.00   62.24
01:12:53 PM    4   32.29    0.00   25.00    0.00    0.00    0.00    0.00    0.00    0.00   42.71
01:12:53 PM    5   31.58    0.00   25.26    0.00    0.00    0.00    0.00    0.00    0.00   43.16
01:12:53 PM    6   33.00    0.00   27.00    0.00    0.00    0.00    0.00    0.00    0.00   40.00
01:12:53 PM    7   30.93    0.00   23.71    0.00    0.00    7.22    0.00    0.00    0.00   38.14

01:12:53 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:12:54 PM  all   24.10    0.00   15.85    0.00    0.00    8.63    0.00    0.00    0.00   51.42
01:12:54 PM    0   13.13    0.00    9.09    0.00    0.00   52.53    0.00    0.00    0.00   25.25
01:12:54 PM    1   25.25    0.00   15.15    0.00    0.00    0.00    0.00    0.00    0.00   59.60
