Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

01:12:51 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:12:52 PM  1000     51171         -  187.00  167.00    0.00    0.00  354.00     6  npuforge-node.s
01:12:52 PM  1000         -     51171    0.00    0.00    0.00    0.00    0.00     6  |__npuforge-node.s
01:12:52 PM  1000         -     51172   22.00   25.00    0.00    2.00   47.00     4  |__tokio-rt-worker
01:12:52 PM  1000         -     51173   23.00   21.00    0.00    2.00   44.00     1  |__tokio-rt-worker
01:12:52 PM  1000         -     51174   24.00   20.00    0.00    1.00   44.00     4  |__tokio-rt-worker
01:12:52 PM  1000         -     51175   26.00   17.00    0.00    2.00   43.00     5  |__tokio-rt-worker
01:12:52 PM  1000         -     51176   22.00   21.00    0.00    2.00   43.00     7  |__tokio-rt-worker
01:12:52 PM  1000         -     51177   27.00   17.00    0.00    1.00   44.00     0  |__tokio-rt-worker
01:12:52 PM  1000         -     51178   19.00   28.00    0.00    2.00   47.00     2  |__tokio-rt-worker
01:12:52 PM  1000         -     51179   26.00   17.00    0.00    2.00   43.00     6  |__tokio-rt-worker
01:12:53 PM  1000     51171         -  192.00  163.00    0.00    0.00  355.00     6  npuforge-node.s
01:12:53 PM  1000         -     51171    0.00    0.00    0.00    0.00    0.00     6  |__npuforge-node.s
01:12:53 PM  1000         -     51172   24.00   22.00    0.00    2.00   46.00     6  |__tokio-rt-worker
01:12:53 PM  1000         -     51173   23.00   21.00    0.00    2.00   44.00     4  |__tokio-rt-worker
01:12:53 PM  1000         -     51174   23.00   21.00    0.00    2.00   44.00     7  |__tokio-rt-worker
01:12:53 PM  1000         -     51175   27.00   19.00    0.00    2.00   46.00     2  |__tokio-rt-worker
01:12:53 PM  1000         -     51176   23.00   20.00    0.00    2.00   43.00     0  |__tokio-rt-worker
01:12:53 PM  1000         -     51177   22.00   19.00    0.00    3.00   41.00     2  |__tokio-rt-worker
01:12:53 PM  1000         -     51178   28.00   18.00    0.00    2.00   46.00     3  |__tokio-rt-worker
01:12:53 PM  1000         -     51179   23.00   24.00    0.00    1.00   47.00     5  |__tokio-rt-worker
01:12:54 PM  1000     51171         -  188.00  154.00    0.00    0.00  342.00     6  npuforge-node.s
01:12:54 PM  1000         -     51171    0.00    0.00    0.00    0.00    0.00     6  |__npuforge-node.s
01:12:54 PM  1000         -     51172   22.00   17.00    0.00    2.00   39.00     7  |__tokio-rt-worker
01:12:54 PM  1000         -     51173   26.00   20.00    0.00    1.00   46.00     5  |__tokio-rt-worker
01:12:54 PM  1000         -     51174   27.00   17.00    0.00    2.00   44.00     4  |__tokio-rt-worker
01:12:54 PM  1000         -     51175   24.00   20.00    0.00    1.00   44.00     5  |__tokio-rt-worker
01:12:54 PM  1000         -     51176   19.00   22.00    0.00    1.00   41.00     7  |__tokio-rt-worker
01:12:54 PM  1000         -     51177   23.00   20.00    0.00    1.00   43.00     6  |__tokio-rt-worker
01:12:54 PM  1000         -     51178   23.00   23.00    0.00    1.00   46.00     5  |__tokio-rt-worker
01:12:54 PM  1000         -     51179   22.00   17.00    0.00    1.00   39.00     2  |__tokio-rt-worker
01:12:55 PM  1000     51171         -  195.00  156.00    0.00    0.00  351.00     6  npuforge-node.s
01:12:55 PM  1000         -     51171    0.00    0.00    0.00    0.00    0.00     6  |__npuforge-node.s
01:12:55 PM  1000         -     51172   26.00   19.00    0.00    2.00   45.00     3  |__tokio-rt-worker
01:12:55 PM  1000         -     51173   23.00   24.00    0.00    2.00   47.00     4  |__tokio-rt-worker
01:12:55 PM  1000         -     51174   23.00   22.00    0.00    2.00   45.00     6  |__tokio-rt-worker
01:12:55 PM  1000         -     51175   25.00   16.00    0.00    2.00   41.00     6  |__tokio-rt-worker
01:12:55 PM  1000         -     51176   23.00   20.00    0.00    2.00   43.00     7  |__tokio-rt-worker
01:12:55 PM  1000         -     51177   24.00   17.00    0.00    2.00   41.00     2  |__tokio-rt-worker
01:12:55 PM  1000         -     51178   25.00   20.00    0.00    2.00   45.00     5  |__tokio-rt-worker
