Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

01:14:25 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:14:26 PM  1000     51698         -  192.08  148.51    0.00    0.00  340.59     5  npuforge-node.s
01:14:26 PM  1000         -     51698    0.00    0.00    0.00    0.00    0.00     5  |__npuforge-node.s
01:14:26 PM  1000         -     51699   23.76   18.81    0.00    0.99   42.57     2  |__tokio-rt-worker
01:14:26 PM  1000         -     51700   23.76   19.80    0.00    1.98   43.56     1  |__tokio-rt-worker
01:14:26 PM  1000         -     51701   20.79   18.81    0.00    1.98   39.60     5  |__tokio-rt-worker
01:14:26 PM  1000         -     51702   22.77   19.80    0.00    1.98   42.57     4  |__tokio-rt-worker
01:14:26 PM  1000         -     51703   26.73   13.86    0.00    1.98   40.59     1  |__tokio-rt-worker
01:14:26 PM  1000         -     51704   23.76   19.80    0.00    0.99   43.56     1  |__tokio-rt-worker
01:14:26 PM  1000         -     51705   21.78   20.79    0.00    1.98   42.57     6  |__tokio-rt-worker
01:14:26 PM  1000         -     51706   28.71   14.85    0.00    0.99   43.56     3  |__tokio-rt-worker
01:14:27 PM  1000     51698         -  216.00  163.00    0.00    0.00  379.00     5  npuforge-node.s
01:14:27 PM  1000         -     51698    0.00    0.00    0.00    0.00    0.00     5  |__npuforge-node.s
01:14:27 PM  1000         -     51699   26.00   21.00    0.00    2.00   47.00     2  |__tokio-rt-worker
01:14:27 PM  1000         -     51700   22.00   26.00    0.00    2.00   48.00     5  |__tokio-rt-worker
01:14:27 PM  1000         -     51701   27.00   18.00    0.00    3.00   45.00     7  |__tokio-rt-worker
01:14:27 PM  1000         -     51702   26.00   24.00    0.00    1.00   50.00     1  |__tokio-rt-worker
01:14:27 PM  1000         -     51703   26.00   19.00    0.00    2.00   45.00     6  |__tokio-rt-worker
01:14:27 PM  1000         -     51704   29.00   16.00    0.00    2.00   45.00     0  |__tokio-rt-worker
