Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

01:11:18 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:11:19 PM  1000     50658         -  179.00  135.00    0.00    0.00  314.00     0  npuforge-node.s
01:11:19 PM  1000         -     50658    0.00    0.00    0.00    0.00    0.00     0  |__npuforge-node.s
01:11:19 PM  1000         -     50659   24.00   13.00    0.00    1.00   37.00     4  |__tokio-rt-worker
01:11:19 PM  1000         -     50660   22.00   17.00    0.00    1.00   39.00     3  |__tokio-rt-worker
01:11:19 PM  1000         -     50661   22.00   19.00    0.00    1.00   41.00     3  |__tokio-rt-worker
01:11:19 PM  1000         -     50662   22.00   18.00    0.00    1.00   40.00     6  |__tokio-rt-worker
01:11:19 PM  1000         -     50663   21.00   17.00    0.00    2.00   38.00     5  |__tokio-rt-worker
01:11:19 PM  1000         -     50664   21.00   15.00    0.00    1.00   36.00     2  |__tokio-rt-worker
01:11:19 PM  1000         -     50665   26.00   16.00    0.00    0.00   42.00     6  |__tokio-rt-worker
01:11:19 PM  1000         -     50666   22.00   20.00    0.00    2.00   42.00     7  |__tokio-rt-worker
01:11:20 PM  1000     50658         -  195.00  160.00    0.00    0.00  355.00     0  npuforge-node.s
01:11:20 PM  1000         -     50658    0.00    0.00    0.00    0.00    0.00     0  |__npuforge-node.s
01:11:20 PM  1000         -     50659   25.00   20.00    0.00    3.00   45.00     6  |__tokio-rt-worker
01:11:20 PM  1000         -     50660   26.00   17.00    0.00    2.00   43.00     3  |__tokio-rt-worker
01:11:20 PM  1000         -     50661   28.00   18.00    0.00    1.00   46.00     4  |__tokio-rt-worker
01:11:20 PM  1000         -     50662   23.00   20.00    0.00    2.00   43.00     4  |__tokio-rt-worker
01:11:20 PM  1000         -     50663   24.00   21.00    0.00    1.00   45.00     5  |__tokio-rt-worker
01:11:20 PM  1000         -     50664   22.00   23.00    0.00    3.00   45.00     2  |__tokio-rt-worker
01:11:20 PM  1000         -     50665   24.00   18.00    0.00    3.00   42.00     1  |__tokio-rt-worker
01:11:20 PM  1000         -     50666   23.00   23.00    0.00    2.00   46.00     7  |__tokio-rt-worker
01:11:21 PM  1000     50658         -  190.10  162.38    0.00    0.00  352.48     0  npuforge-node.s
01:11:21 PM  1000         -     50658    0.00    0.00    0.00    0.00    0.00     0  |__npuforge-node.s
01:11:21 PM  1000         -     50659   23.76   17.82    0.00    2.97   41.58     2  |__tokio-rt-worker
01:11:21 PM  1000         -     50660   24.75   20.79    0.00    0.99   45.54     4  |__tokio-rt-worker
01:11:21 PM  1000         -     50661   24.75   17.82    0.00    3.96   42.57     2  |__tokio-rt-worker
01:11:21 PM  1000         -     50662   21.78   21.78    0.00    1.98   43.56     5  |__tokio-rt-worker
01:11:21 PM  1000         -     50663   19.80   23.76    0.00    2.97   43.56     7  |__tokio-rt-worker
01:11:21 PM  1000         -     50664   22.77   22.77    0.00    0.99   45.54     3  |__tokio-rt-worker
01:11:21 PM  1000         -     50665   26.73   16.83    0.00    1.98   43.56     6  |__tokio-rt-worker
01:11:21 PM  1000         -     50666   23.76   19.80    0.00    1.98   43.56     7  |__tokio-rt-worker
01:11:22 PM  1000     50658         -  216.16  180.81    0.00    0.00  396.97     0  npuforge-node.s
01:11:22 PM  1000         -     50658    0.00    0.00    0.00    0.00    0.00     0  |__npuforge-node.s
01:11:22 PM  1000         -     50659   27.27   20.20    0.00    4.04   47.47     7  |__tokio-rt-worker
01:11:22 PM  1000         -     50660   30.30   21.21    0.00    3.03   51.52     1  |__tokio-rt-worker
01:11:22 PM  1000         -     50661   25.25   24.24    0.00    3.03   49.49     0  |__tokio-rt-worker
01:11:22 PM  1000         -     50662   26.26   20.20    0.00    3.03   46.46     2  |__tokio-rt-worker
01:11:22 PM  1000         -     50663   26.26   25.25    0.00    3.03   51.52     6  |__tokio-rt-worker
01:11:22 PM  1000         -     50664   28.28   23.23    0.00    4.04   51.52     3  |__tokio-rt-worker
01:11:22 PM  1000         -     50665   29.29   24.24    0.00    3.03   53.54     5  |__tokio-rt-worker
01:11:22 PM  1000         -     50666   25.25   23.23    0.00    3.03   48.48     2  |__tokio-rt-worker
01:11:23 PM  1000     50658         -  200.00  149.00    0.00    0.00  349.00     0  npuforge-node.s
01:11:23 PM  1000         -     50658    0.00    0.00    0.00    0.00    0.00     0  |__npuforge-node.s
01:11:23 PM  1000         -     50659   26.00   19.00    0.00    2.00   45.00     1  |__tokio-rt-worker
01:11:23 PM  1000         -     50660   25.00   18.00    0.00    2.00   43.00     1  |__tokio-rt-worker
01:11:23 PM  1000         -     50661   23.00   21.00    0.00    2.00   44.00     5  |__tokio-rt-worker
01:11:23 PM  1000         -     50662   25.00   16.00    0.00    2.00   41.00     0  |__tokio-rt-worker
01:11:23 PM  1000         -     50663   23.00   23.00    0.00    1.00   46.00     7  |__tokio-rt-worker
01:11:23 PM  1000         -     50664   29.00   15.00    0.00    1.00   44.00     1  |__tokio-rt-worker
01:11:23 PM  1000         -     50665   26.00   16.00    0.00    2.00   42.00     6  |__tokio-rt-worker
01:11:23 PM  1000         -     50666   22.00   22.00    0.00    2.00   44.00     3  |__tokio-rt-worker
01:11:24 PM  1000     50658         -  200.00  150.00    0.00    0.00  350.00     0  npuforge-node.s
01:11:24 PM  1000         -     50658    0.00    0.00    0.00    0.00    0.00     0  |__npuforge-node.s
01:11:24 PM  1000         -     50659   26.00   20.00    0.00    3.00   46.00     1  |__tokio-rt-worker
