Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

10:10:36 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:10:37 AM  all   18.32    0.00   11.48    0.00    0.00    6.06    0.00    0.00    0.00   64.13
10:10:37 AM    0   10.53    0.00    7.37    0.00    0.00   49.47    0.00    0.00    0.00   32.63
10:10:37 AM    1   26.04    0.00   14.58    0.00    0.00    0.00    0.00    0.00    0.00   59.38
10:10:37 AM    2   17.89    0.00   11.58    0.00    0.00    0.00    0.00    0.00    0.00   70.53
10:10:37 AM    3   22.92    0.00    8.33    0.00    0.00    0.00    0.00    0.00    0.00   68.75
10:10:37 AM    4   20.62    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   67.01
10:10:37 AM    5   14.43    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   73.20
10:10:37 AM    6   16.33    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   71.43
10:10:37 AM    7   17.82    0.00   12.87    0.00    0.00    0.00    0.00    0.00    0.00   69.31

10:10:37 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:10:38 AM  all   17.63    0.00   12.87    0.00    0.00    6.44    0.00    0.00    0.00   63.06
10:10:38 AM    0   10.31    0.00    7.22    0.00    0.00   51.55    0.00    0.00    0.00   30.93
10:10:38 AM    1   22.77    0.00   20.79    0.00    0.00    0.00    0.00    0.00    0.00   56.44
10:10:38 AM    2   20.41    0.00   15.31    0.00    0.00    0.00    0.00    0.00    0.00   64.29
10:10:38 AM    3   21.28    0.00   19.15    0.00    0.00    0.00    0.00    0.00    0.00   59.57
10:10:38 AM    4   15.46    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   71.13
10:10:38 AM    5   14.89    0.00    7.45    0.00    0.00    0.00    0.00    0.00    0.00   77.66
10:10:38 AM    6   18.37    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00   72.45
10:10:38 AM    7   17.35    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   72.45

10:10:38 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:10:39 AM  all   18.82    0.00   13.57    0.00    0.00    7.04    0.00    0.00    0.00   60.56
10:10:39 AM    0   12.37    0.00    5.15    0.00    0.00   56.70    0.00    0.00    0.00   25.77
10:10:39 AM    1   22.00    0.00   23.00    0.00    0.00    0.00    0.00    0.00    0.00   55.00
10:10:39 AM    2   23.40    0.00   15.96    0.00    0.00    0.00    0.00    0.00    0.00   60.64
10:10:39 AM    3   22.68    0.00   14.43    0.00    0.00    0.00    0.00    0.00    0.00   62.89
10:10:39 AM    4   18.56    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   68.04
10:10:39 AM    5   17.17    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   70.71
10:10:39 AM    6   19.00    0.00   13.00    0.00    0.00    0.00    0.00    0.00    0.00   68.00
10:10:39 AM    7   15.46    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   73.20

10:10:39 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:10:40 AM  all   19.13    0.00   12.84    0.00    0.00    6.42    0.00    0.00    0.00   61.62
10:10:40 AM    0   13.27    0.00   10.20    0.00    0.00   51.02    0.00    0.00    0.00   25.51
10:10:40 AM    1   22.92    0.00   15.62    0.00    0.00    0.00    0.00    0.00    0.00   61.46
10:10:40 AM    2   21.21    0.00   13.13    0.00    0.00    0.00    0.00    0.00    0.00   65.66
10:10:40 AM    3   24.24    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   63.64
10:10:40 AM    4   18.37    0.00   16.33    0.00    0.00    0.00    0.00    0.00    0.00   65.31
10:10:40 AM    5   19.59    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   67.01
10:10:40 AM    6   17.71    0.00   12.50    0.00    0.00    0.00    0.00    0.00    0.00   69.79
10:10:40 AM    7   15.62    0.00    9.38    0.00    0.00    0.00    0.00    0.00    0.00   75.00

10:10:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:10:41 AM  all   19.70    0.00   12.33    0.00    0.00    6.10    0.00    0.00    0.00   61.88
10:10:41 AM    0   12.24    0.00    8.16    0.00    0.00   48.98    0.00    0.00    0.00   30.61
10:10:41 AM    1   21.65    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   65.98
10:10:41 AM    2   23.71    0.00   15.46    0.00    0.00    0.00    0.00    0.00    0.00   60.82
10:10:41 AM    3   22.45    0.00   13.27    0.00    0.00    0.00    0.00    0.00    0.00   64.29
10:10:41 AM    4   20.79    0.00   14.85    0.00    0.00    0.00    0.00    0.00    0.00   64.36
10:10:41 AM    5   20.20    0.00   15.15    0.00    0.00    0.00    0.00    0.00    0.00   64.65
10:10:41 AM    6   17.35    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   72.45
10:10:41 AM    7   19.19    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   71.72

10:10:41 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:10:42 AM  all   16.54    0.00   12.56    0.00    0.00    6.28    0.00    0.00    0.00   64.62
10:10:42 AM    0    9.18    0.00    8.16    0.00    0.00   50.00    0.00    0.00    0.00   32.65
10:10:42 AM    1   17.02    0.00   15.96    0.00    0.00    0.00    0.00    0.00    0.00   67.02
10:10:42 AM    2   20.00    0.00   17.00    0.00    0.00    0.00    0.00    0.00    0.00   63.00
10:10:42 AM    3   18.75    0.00   15.62    0.00    0.00    0.00    0.00    0.00    0.00   65.62
10:10:42 AM    4   15.15    0.00   15.15    0.00    0.00    0.00    0.00    0.00    0.00   69.70
10:10:42 AM    5   19.39    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   69.39
10:10:42 AM    6   15.46    0.00    8.25    0.00    0.00    0.00    0.00    0.00    0.00   76.29
10:10:42 AM    7   17.35    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00   73.47

10:10:42 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:10:43 AM  all   18.06    0.00   11.48    0.00    0.00    6.58    0.00    0.00    0.00   63.87
10:10:43 AM    0   10.31    0.00    5.15    0.00    0.00   52.58    0.00    0.00    0.00   31.96
10:10:43 AM    1   23.16    0.00   12.63    0.00    0.00    0.00    0.00    0.00    0.00   64.21
10:10:43 AM    2   21.43    0.00   16.33    0.00    0.00    0.00    0.00    0.00    0.00   62.24
10:10:43 AM    3   20.62    0.00    8.25    0.00    0.00    0.00    0.00    0.00    0.00   71.13
10:10:43 AM    4   19.59    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   68.04
10:10:43 AM    5   18.75    0.00   12.50    0.00    0.00    0.00    0.00    0.00    0.00   68.75
10:10:43 AM    6   16.16    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   72.73
10:10:43 AM    7   14.58    0.00   13.54    0.00    0.00    0.00    0.00    0.00    0.00   71.88

10:10:43 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:10:44 AM  all   18.33    0.00   13.59    0.00    0.00    6.67    0.00    0.00    0.00   61.41
10:10:44 AM    0   12.24    0.00    7.14    0.00    0.00   53.06    0.00    0.00    0.00   27.55
10:10:44 AM    1   23.23    0.00   19.19    0.00    0.00    0.00    0.00    0.00    0.00   57.58
10:10:44 AM    2   25.53    0.00   17.02    0.00    0.00    0.00    0.00    0.00    0.00   57.45
10:10:44 AM    3   25.25    0.00   13.13    0.00    0.00    0.00    0.00    0.00    0.00   61.62
10:10:44 AM    4   13.83    0.00   11.70    0.00    0.00    0.00    0.00    0.00    0.00   74.47
10:10:44 AM    5   17.71    0.00   10.42    0.00    0.00    0.00    0.00    0.00    0.00   71.88
10:10:44 AM    6   15.15    0.00   14.14    0.00    0.00    0.00    0.00    0.00    0.00   70.71
10:10:44 AM    7   13.86    0.00   15.84    0.00    0.00    0.00    0.00    0.00    0.00   70.30

10:10:44 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:10:45 AM  all   18.50    0.00   12.81    0.00    0.00    6.60    0.00    0.00    0.00   62.10
10:10:45 AM    0   11.11    0.00    9.09    0.00    0.00   51.52    0.00    0.00    0.00   28.28
10:10:45 AM    1   26.60    0.00   12.77    0.00    0.00    0.00    0.00    0.00    0.00   60.64
10:10:45 AM    2   21.65    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   68.04
10:10:45 AM    3   21.65    0.00   18.56    0.00    0.00    0.00    0.00    0.00    0.00   59.79
10:10:45 AM    4   17.35    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   70.41
10:10:45 AM    5   17.02    0.00   15.96    0.00    0.00    0.00    0.00    0.00    0.00   67.02
10:10:45 AM    6   17.71    0.00   13.54    0.00    0.00    0.00    0.00    0.00    0.00   68.75
10:10:45 AM    7   15.31    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   74.49

10:10:45 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:10:46 AM  all   18.48    0.00   10.08    0.13    0.00    5.68    0.00    0.00    0.00   65.63
10:10:46 AM    0   14.29    0.00    6.12    0.00    0.00   44.90    0.00    0.00    0.00   34.69
10:10:46 AM    1   20.62    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   65.98
10:10:46 AM    2   24.47    0.00    9.57    0.00    0.00    0.00    0.00    0.00    0.00   65.96
10:10:46 AM    3   23.71    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   63.92
10:10:46 AM    4   15.46    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   72.16
10:10:46 AM    5   19.19    0.00   11.11    1.01    0.00    0.00    0.00    0.00    0.00   68.69
10:10:46 AM    6   15.62    0.00    8.33    0.00    0.00    0.00    0.00    0.00    0.00   76.04
10:10:46 AM    7   14.58    0.00    7.29    0.00    0.00    0.00    0.00    0.00    0.00   78.12

10:10:46 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:10:47 AM  all   16.18    0.00   12.61    0.00    0.00    6.50    0.00    0.00    0.00   64.71
10:10:47 AM    0    8.25    0.00   10.31    0.00    0.00   52.58    0.00    0.00    0.00   28.87
10:10:47 AM    1   21.00    0.00   23.00    0.00    0.00    0.00    0.00    0.00    0.00   56.00
10:10:47 AM    2   21.65    0.00   16.49    0.00    0.00    0.00    0.00    0.00    0.00   61.86
10:10:47 AM    3   18.75    0.00   16.67    0.00    0.00    0.00    0.00    0.00    0.00   64.58
10:10:47 AM    4   17.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   72.00
10:10:47 AM    5   13.54    0.00    7.29    0.00    0.00    0.00    0.00    0.00    0.00   79.17
10:10:47 AM    6   15.84    0.00    7.92    0.00    0.00    0.00    0.00    0.00    0.00   76.24
10:10:47 AM    7   13.27    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   78.57

10:10:47 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:10:48 AM  all   16.39    0.00   11.35    0.00    0.00    5.55    0.00    0.00    0.00   66.71
10:10:48 AM    0   11.46    0.00   10.42    0.00    0.00   44.79    0.00    0.00    0.00   33.33
10:10:48 AM    1   23.96    0.00   11.46    0.00    0.00    0.00    0.00    0.00    0.00   64.58
10:10:48 AM    2   18.37    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   71.43
10:10:48 AM    3   19.39    0.00   15.31    0.00    0.00    0.00    0.00    0.00    0.00   65.31
10:10:48 AM    4   13.27    0.00   14.29    0.00    0.00    0.00    0.00    0.00    0.00   72.45
10:10:48 AM    5   15.15    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   73.74
10:10:48 AM    6   13.98    0.00    8.60    0.00    0.00    0.00    0.00    0.00    0.00   77.42
10:10:48 AM    7   15.46    0.00    9.28    0.00    0.00    0.00    0.00    0.00    0.00   75.26

10:10:48 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
