Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

01:19:05 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:19:06 PM  all   21.88    0.00   16.47    0.00    0.00    8.62    0.00    0.00    0.00   53.02
01:19:06 PM    0    9.38    0.00    8.33    0.00    0.00   55.21    0.00    0.00    0.00   27.08
01:19:06 PM    1   21.43    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   70.41
01:19:06 PM    2   21.78    0.00   12.87    0.00    0.00    0.00    0.00    0.00    0.00   65.35
01:19:06 PM    3   16.16    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   74.75
01:19:06 PM    4   28.87    0.00   26.80    0.00    0.00    6.19    0.00    0.00    0.00   38.14
01:19:06 PM    5   26.60    0.00   21.28    0.00    0.00    0.00    0.00    0.00    0.00   52.13
01:19:06 PM    6   24.47    0.00   23.40    0.00    0.00    8.51    0.00    0.00    0.00   43.62
01:19:06 PM    7   26.53    0.00   22.45    0.00    0.00    0.00    0.00    0.00    0.00   51.02

01:19:06 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:19:07 PM  all   24.61    0.00   19.04    0.00    0.00    9.46    0.00    0.00    0.00   46.89
01:19:07 PM    0    8.00    0.00    9.00    0.00    0.00   57.00    0.00    0.00    0.00   26.00
01:19:07 PM    1   17.17    0.00   13.13    0.00    0.00    1.01    0.00    0.00    0.00   68.69
01:19:07 PM    2   17.35    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   70.41
01:19:07 PM    3   14.74    0.00    4.21    0.00    0.00    0.00    0.00    0.00    0.00   81.05
01:19:07 PM    4   34.44    0.00   32.22    0.00    0.00    7.78    0.00    0.00    0.00   25.56
01:19:07 PM    5   37.11    0.00   26.80    0.00    0.00    0.00    0.00    0.00    0.00   36.08
01:19:07 PM    6   35.42    0.00   28.12    0.00    0.00    8.33    0.00    0.00    0.00   28.12
01:19:07 PM    7   34.02    0.00   27.84    0.00    0.00    0.00    0.00    0.00    0.00   38.14

