Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

08:22:02 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:22:03 AM  all   20.38    0.00   11.08    0.00    0.00    5.35    0.00    0.00    0.00   63.18
08:22:03 AM    0   21.05    0.00   10.53    0.00    0.00   37.89    0.00    0.00    0.00   30.53
08:22:03 AM    1   27.27    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   62.63
08:22:03 AM    2   26.26    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   61.62
08:22:03 AM    3   23.23    0.00   15.15    0.00    0.00    0.00    0.00    0.00    0.00   61.62
08:22:03 AM    4   17.35    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   72.45
08:22:03 AM    5   15.15    0.00   13.13    0.00    0.00    0.00    0.00    0.00    0.00   71.72
08:22:03 AM    6   19.00    0.00    8.00    0.00    0.00    6.00    0.00    0.00    0.00   67.00
08:22:03 AM    7   13.54    0.00    9.38    0.00    0.00    0.00    0.00    0.00    0.00   77.08

08:22:03 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:22:04 AM  all   15.75    0.00   10.37    0.00    0.00    5.63    0.00    0.00    0.00   68.25
08:22:04 AM    0   17.17    0.00   12.12    0.00    0.00   36.36    0.00    0.00    0.00   34.34
08:22:04 AM    1   19.59    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   69.07
08:22:04 AM    2   20.41    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   67.35
08:22:04 AM    3   17.71    0.00   10.42    0.00    0.00    0.00    0.00    0.00    0.00   71.88
08:22:04 AM    4   11.46    0.00    9.38    0.00    0.00    0.00    0.00    0.00    0.00   79.17
08:22:04 AM    5   12.37    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   81.44
08:22:04 AM    6   12.24    0.00   11.22    0.00    0.00    8.16    0.00    0.00    0.00   68.37
08:22:04 AM    7   15.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   75.00

08:22:04 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:22:05 AM  all   18.53    0.00   11.58    0.00    0.00    6.31    0.00    0.00    0.00   63.58
08:22:05 AM    0   12.63    0.00    7.37    0.00    0.00   42.11    0.00    0.00    0.00   37.89
08:22:05 AM    1   23.96    0.00   11.46    0.00    0.00    0.00    0.00    0.00    0.00   64.58
08:22:05 AM    2   22.68    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   65.98
08:22:05 AM    3   21.65    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   65.98
08:22:05 AM    4   18.28    0.00   10.75    0.00    0.00    0.00    0.00    0.00    0.00   70.97
08:22:05 AM    5   19.19    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   69.70
08:22:05 AM    6   13.86    0.00   14.85    0.00    0.00    8.91    0.00    0.00    0.00   62.38
