Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

08:20:49 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:20:50 AM  all   19.36    0.00   11.85    0.00    0.00    6.11    0.00    0.00    0.00   62.68
08:20:50 AM    0   17.17    0.00   12.12    0.00    0.00   48.48    0.00    0.00    0.00   22.22
08:20:50 AM    1   26.80    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   62.89
08:20:50 AM    2   21.65    0.00   14.43    0.00    0.00    0.00    0.00    0.00    0.00   63.92
08:20:50 AM    3   19.59    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   68.04
08:20:50 AM    4   21.00    0.00   16.00    0.00    0.00    0.00    0.00    0.00    0.00   63.00
08:20:50 AM    5   17.00    0.00   14.00    0.00    0.00    0.00    0.00    0.00    0.00   69.00
08:20:50 AM    6   18.18    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   74.75
08:20:50 AM    7   13.54    0.00    8.33    0.00    0.00    0.00    0.00    0.00    0.00   78.12

08:20:50 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:20:51 AM  all   17.16    0.00   11.91    0.00    0.00    6.15    0.00    0.00    0.00   64.79
08:20:51 AM    0   12.37    0.00    5.15    0.00    0.00   48.45    0.00    0.00    0.00   34.02
08:20:51 AM    1   17.53    0.00   18.56    0.00    0.00    0.00    0.00    0.00    0.00   63.92
08:20:51 AM    2   21.21    0.00   16.16    0.00    0.00    0.00    0.00    0.00    0.00   62.63
08:20:51 AM    3   25.00    0.00   11.00    0.00    0.00    1.00    0.00    0.00    0.00   63.00
08:20:51 AM    4   15.46    0.00   14.43    0.00    0.00    0.00    0.00    0.00    0.00   70.10
08:20:51 AM    5   17.35    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   70.41
08:20:51 AM    6   15.46    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   73.20
08:20:51 AM    7   12.50    0.00    6.25    0.00    0.00    0.00    0.00    0.00    0.00   81.25

08:20:51 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:20:52 AM  all   19.38    0.00   12.32    0.00    0.00    6.29    0.00    0.00    0.00   62.00
08:20:52 AM    0    9.47    0.00    4.21    0.00    0.00   51.58    0.00    0.00    0.00   34.74
08:20:52 AM    1   25.77    0.00   15.46    0.00    0.00    0.00    0.00    0.00    0.00   58.76
08:20:52 AM    2   22.22    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   66.67
08:20:52 AM    3   21.21    0.00   19.19    0.00    0.00    0.00    0.00    0.00    0.00   59.60
08:20:52 AM    4   18.95    0.00   14.74    0.00    0.00    0.00    0.00    0.00    0.00   66.32
08:20:52 AM    5   18.56    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   68.04
08:20:52 AM    6   21.43    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   71.43
08:20:52 AM    7   17.17    0.00   13.13    0.00    0.00    0.00    0.00    0.00    0.00   69.70

08:20:52 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:20:53 AM  all   17.01    0.00   11.69    0.13    0.00    5.32    0.00    0.00    0.00   65.84
08:20:53 AM    0   11.96    0.00    8.70    0.00    0.00   44.57    0.00    0.00    0.00   34.78
08:20:53 AM    1   23.47    0.00   15.31    0.00    0.00    0.00    0.00    0.00    0.00   61.22
