Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

09:30:49 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:30:50 AM  all   28.16    0.00   18.12    0.00    0.00    8.74    0.00    0.00    0.00   44.98
09:30:50 AM    0    6.32    0.00    2.11    0.00    0.00   70.53    0.00    0.00    0.00   21.05
09:30:50 AM    1   22.92    0.00   10.42    0.00    0.00    0.00    0.00    0.00    0.00   66.67
09:30:50 AM    2   24.49    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   64.29
09:30:50 AM    3   25.26    0.00    6.32    0.00    0.00    0.00    0.00    0.00    0.00   68.42
09:30:50 AM    4   37.76    0.00   27.55    0.00    0.00    0.00    0.00    0.00    0.00   34.69
09:30:50 AM    5   36.08    0.00   30.93    0.00    0.00    0.00    0.00    0.00    0.00   32.99
09:30:50 AM    6   34.04    0.00   29.79    0.00    0.00    0.00    0.00    0.00    0.00   36.17
09:30:50 AM    7   38.30    0.00   26.60    0.00    0.00    0.00    0.00    0.00    0.00   35.11

09:30:50 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:30:51 AM  all   25.77    0.00   18.69    0.00    0.00    9.15    0.00    0.00    0.00   46.39
09:30:51 AM    0    2.06    0.00    3.09    0.00    0.00   73.20    0.00    0.00    0.00   21.65
09:30:51 AM    1   25.00    0.00    8.33    0.00    0.00    0.00    0.00    0.00    0.00   66.67
09:30:51 AM    2   21.43    0.00   15.31    0.00    0.00    0.00    0.00    0.00    0.00   63.27
09:30:51 AM    3   21.65    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   68.04
09:30:51 AM    4   34.38    0.00   32.29    0.00    0.00    0.00    0.00    0.00    0.00   33.33
09:30:51 AM    5   34.00    0.00   30.00    0.00    0.00    0.00    0.00    0.00    0.00   36.00
09:30:51 AM    6   35.79    0.00   22.11    0.00    0.00    0.00    0.00    0.00    0.00   42.11
09:30:51 AM    7   31.96    0.00   27.84    0.00    0.00    0.00    0.00    0.00    0.00   40.21

09:30:51 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:30:52 AM  all   29.29    0.00   17.55    0.00    0.00    9.42    0.00    0.00    0.00   43.74
09:30:52 AM    0    6.00    0.00    1.00    0.00    0.00   73.00    0.00    0.00    0.00   20.00
09:30:52 AM    1   22.68    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   67.01
09:30:52 AM    2   28.71    0.00    8.91    0.00    0.00    0.00    0.00    0.00    0.00   62.38
09:30:52 AM    3   21.65    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   72.16
09:30:52 AM    4   38.30    0.00   29.79    0.00    0.00    0.00    0.00    0.00    0.00   31.91
09:30:52 AM    5   39.36    0.00   28.72    0.00    0.00    0.00    0.00    0.00    0.00   31.91
09:30:52 AM    6   40.62    0.00   23.96    0.00    0.00    0.00    0.00    0.00    0.00   35.42
09:30:52 AM    7   38.54    0.00   33.33    0.00    0.00    0.00    0.00    0.00    0.00   28.12

09:30:52 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:30:53 AM  all   28.80    0.00   20.81    0.13    0.00    9.95    0.00    0.00    0.00   40.31
09:30:53 AM    0    2.08    0.00    4.17    0.00    0.00   79.17    0.00    0.00    0.00   14.58
09:30:53 AM    1   25.00    0.00   11.46    0.00    0.00    0.00    0.00    0.00    0.00   63.54
09:30:53 AM    2   21.05    0.00    8.42    0.00    0.00    0.00    0.00    0.00    0.00   70.53
09:30:53 AM    3   18.28    0.00    7.53    0.00    0.00    0.00    0.00    0.00    0.00   74.19
09:30:53 AM    4   44.33    0.00   35.05    0.00    0.00    0.00    0.00    0.00    0.00   20.62
09:30:53 AM    5   36.08    0.00   36.08    1.03    0.00    0.00    0.00    0.00    0.00   26.80
09:30:53 AM    6   39.58    0.00   30.21    0.00    0.00    0.00    0.00    0.00    0.00   30.21
09:30:53 AM    7   43.62    0.00   32.98    0.00    0.00    0.00    0.00    0.00    0.00   23.40

09:30:53 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:30:54 AM  all   26.88    0.00   16.75    0.00    0.00    8.70    0.00    0.00    0.00   47.66
09:30:54 AM    0    4.08    0.00    4.08    0.00    0.00   68.37    0.00    0.00    0.00   23.47
09:30:54 AM    1   27.37    0.00    9.47    0.00    0.00    0.00    0.00    0.00    0.00   63.16
09:30:54 AM    2   19.19    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   72.73
09:30:54 AM    3   23.40    0.00    9.57    0.00    0.00    0.00    0.00    0.00    0.00   67.02
09:30:54 AM    4   36.84    0.00   25.26    0.00    0.00    0.00    0.00    0.00    0.00   37.89
09:30:54 AM    5   31.96    0.00   29.90    0.00    0.00    0.00    0.00    0.00    0.00   38.14
09:30:54 AM    6   38.30    0.00   20.21    0.00    0.00    0.00    0.00    0.00    0.00   41.49
09:30:54 AM    7   34.69    0.00   27.55    0.00    0.00    0.00    0.00    0.00    0.00   37.76

09:30:54 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:30:55 AM  all   29.56    0.00   21.08    0.00    0.00    9.90    0.00    0.00    0.00   39.46
09:30:55 AM    0    1.04    0.00    3.12    0.00    0.00   80.21    0.00    0.00    0.00   15.62
09:30:55 AM    1   26.26    0.00   13.13    0.00    0.00    0.00    0.00    0.00    0.00   60.61
09:30:55 AM    2   20.62    0.00   16.49    0.00    0.00    0.00    0.00    0.00    0.00   62.89
09:30:55 AM    3   30.30    0.00   14.14    0.00    0.00    0.00    0.00    0.00    0.00   55.56
09:30:55 AM    4   39.18    0.00   31.96    0.00    0.00    0.00    0.00    0.00    0.00   28.87
09:30:55 AM    5   46.32    0.00   22.11    0.00    0.00    0.00    0.00    0.00    0.00   31.58
09:30:55 AM    6   34.74    0.00   29.47    0.00    0.00    0.00    0.00    0.00    0.00   35.79
09:30:55 AM    7   38.00    0.00   38.00    0.00    0.00    0.00    0.00    0.00    0.00   24.00

09:30:55 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:30:56 AM  all   26.95    0.00   18.88    0.00    0.00    9.90    0.00    0.00    0.00   44.27
09:30:56 AM    0    4.04    0.00    1.01    0.00    0.00   76.77    0.00    0.00    0.00   18.18
09:30:56 AM    1   31.91    0.00   13.83    0.00    0.00    0.00    0.00    0.00    0.00   54.26
09:30:56 AM    2   30.21    0.00   13.54    0.00    0.00    0.00    0.00    0.00    0.00   56.25
09:30:56 AM    3   29.90    0.00   16.49    0.00    0.00    0.00    0.00    0.00    0.00   53.61
09:30:56 AM    4   34.69    0.00   27.55    0.00    0.00    0.00    0.00    0.00    0.00   37.76
09:30:56 AM    5   34.74    0.00   22.11    0.00    0.00    0.00    0.00    0.00    0.00   43.16
09:30:56 AM    6   23.40    0.00   29.79    0.00    0.00    0.00    0.00    0.00    0.00   46.81
09:30:56 AM    7   27.37    0.00   27.37    0.00    0.00    0.00    0.00    0.00    0.00   45.26

09:30:56 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:30:57 AM  all   29.11    0.00   19.15    0.00    0.00   10.09    0.00    0.00    0.00   41.66
09:30:57 AM    0    2.00    0.00    3.00    0.00    0.00   78.00    0.00    0.00    0.00   17.00
09:30:57 AM    1   28.28    0.00   15.15    0.00    0.00    0.00    0.00    0.00    0.00   56.57
09:30:57 AM    2   27.84    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   58.76
09:30:57 AM    3   31.58    0.00   14.74    0.00    0.00    0.00    0.00    0.00    0.00   53.68
09:30:57 AM    4   38.14    0.00   28.87    0.00    0.00    0.00    0.00    0.00    0.00   32.99
09:30:57 AM    5   36.84    0.00   28.42    0.00    0.00    0.00    0.00    0.00    0.00   34.74
09:30:57 AM    6   30.53    0.00   26.32    0.00    0.00    0.00    0.00    0.00    0.00   43.16
09:30:57 AM    7   38.95    0.00   24.21    0.00    0.00    0.00    0.00    0.00    0.00   36.84

09:30:57 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:30:58 AM  all   25.77    0.00   17.98    0.00    0.00    8.80    0.00    0.00    0.00   47.45
09:30:58 AM    0    4.00    0.00    4.00    0.00    0.00   69.00    0.00    0.00    0.00   23.00
09:30:58 AM    1   23.47    0.00   13.27    0.00    0.00    0.00    0.00    0.00    0.00   63.27
09:30:58 AM    2   28.87    0.00   15.46    0.00    0.00    0.00    0.00    0.00    0.00   55.67
09:30:58 AM    3   26.32    0.00    8.42    0.00    0.00    0.00    0.00    0.00    0.00   65.26
09:30:58 AM    4   26.80    0.00   27.84    0.00    0.00    0.00    0.00    0.00    0.00   45.36
09:30:58 AM    5   34.00    0.00   25.00    0.00    0.00    0.00    0.00    0.00    0.00   41.00
09:30:58 AM    6   30.30    0.00   26.26    0.00    0.00    0.00    0.00    0.00    0.00   43.43
09:30:58 AM    7   32.65    0.00   23.47    0.00    0.00    0.00    0.00    0.00    0.00   43.88

09:30:58 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:30:59 AM  all   28.68    0.00   17.99    0.00    0.00    9.52    0.00    0.00    0.00   43.81
09:30:59 AM    0    3.06    0.00    4.08    0.00    0.00   74.49    0.00    0.00    0.00   18.37
09:30:59 AM    1   26.80    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   61.86
09:30:59 AM    2   23.23    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   65.66
09:30:59 AM    3   25.77    0.00    9.28    0.00    0.00    0.00    0.00    0.00    0.00   64.95
09:30:59 AM    4   33.33    0.00   31.18    0.00    0.00    0.00    0.00    0.00    0.00   35.48
09:30:59 AM    5   41.94    0.00   20.43    0.00    0.00    0.00    0.00    0.00    0.00   37.63
09:30:59 AM    6   36.08    0.00   30.93    0.00    0.00    0.00    0.00    0.00    0.00   32.99
09:30:59 AM    7   40.86    0.00   26.88    0.00    0.00    0.00    0.00    0.00    0.00   32.26

09:30:59 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:31:00 AM  all   26.32    0.00   20.00    0.00    0.00    9.42    0.00    0.00    0.00   44.26
09:31:00 AM    0    5.05    0.00    2.02    0.00    0.00   73.74    0.00    0.00    0.00   19.19
09:31:00 AM    1   19.39    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   70.41
09:31:00 AM    2   17.02    0.00   10.64    0.00    0.00    0.00    0.00    0.00    0.00   72.34
09:31:00 AM    3   22.92    0.00   10.42    0.00    0.00    0.00    0.00    0.00    0.00   66.67
09:31:00 AM    4   35.42    0.00   34.38    0.00    0.00    0.00    0.00    0.00    0.00   30.21
09:31:00 AM    5   34.74    0.00   32.63    0.00    0.00    0.00    0.00    0.00    0.00   32.63
09:31:00 AM    6   40.21    0.00   26.80    0.00    0.00    0.00    0.00    0.00    0.00   32.99
09:31:00 AM    7   36.00    0.00   33.00    0.00    0.00    0.00    0.00    0.00    0.00   31.00

09:31:00 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:31:01 AM  all   28.04    0.00   16.67    0.00    0.00    9.04    0.00    0.00    0.00   46.25
09:31:01 AM    0    5.21    0.00    2.08    0.00    0.00   72.92    0.00    0.00    0.00   19.79
09:31:01 AM    1   26.53    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   61.22
09:31:01 AM    2   27.08    0.00   12.50    0.00    0.00    0.00    0.00    0.00    0.00   60.42
09:31:01 AM    3   29.90    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   57.73
09:31:01 AM    4   32.63    0.00   23.16    0.00    0.00    0.00    0.00    0.00    0.00   44.21
09:31:01 AM    5   40.40    0.00   22.22    0.00    0.00    0.00    0.00    0.00    0.00   37.37
09:31:01 AM    6   30.30    0.00   25.25    0.00    0.00    0.00    0.00    0.00    0.00   44.44
09:31:01 AM    7   31.91    0.00   23.40    0.00    0.00    0.00    0.00    0.00    0.00   44.68

09:31:01 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:31:02 AM  all   27.04    0.00   17.08    0.00    0.00    9.83    0.00    0.00    0.00   46.05
09:31:02 AM    0    3.96    0.00    1.98    0.00    0.00   75.25    0.00    0.00    0.00   18.81
09:31:02 AM    1   25.77    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   63.92
09:31:02 AM    2   25.77    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   63.92
09:31:02 AM    3   26.32    0.00    9.47    0.00    0.00    0.00    0.00    0.00    0.00   64.21
09:31:02 AM    4   37.23    0.00   28.72    0.00    0.00    0.00    0.00    0.00    0.00   34.04
09:31:02 AM    5   35.05    0.00   22.68    0.00    0.00    0.00    0.00    0.00    0.00   42.27
09:31:02 AM    6   33.33    0.00   27.08    0.00    0.00    0.00    0.00    0.00    0.00   39.58
