Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

03:23:01 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:23:02 PM  all   24.87    0.00   17.19    0.00    0.00    8.46    0.00    0.00    0.00   49.48
03:23:02 PM    0    6.19    0.00    3.09    0.00    0.00   67.01    0.00    0.00    0.00   23.71
03:23:02 PM    1   23.23    0.00   13.13    0.00    0.00    0.00    0.00    0.00    0.00   63.64
03:23:02 PM    2   21.88    0.00   12.50    0.00    0.00    0.00    0.00    0.00    0.00   65.62
03:23:02 PM    3   21.88    0.00    6.25    0.00    0.00    0.00    0.00    0.00    0.00   71.88
03:23:02 PM    4   34.41    0.00   22.58    0.00    0.00    0.00    0.00    0.00    0.00   43.01
03:23:02 PM    5   30.93    0.00   26.80    0.00    0.00    0.00    0.00    0.00    0.00   42.27
03:23:02 PM    6   25.26    0.00   30.53    0.00    0.00    0.00    0.00    0.00    0.00   44.21
03:23:02 PM    7   35.79    0.00   23.16    0.00    0.00    0.00    0.00    0.00    0.00   41.05

03:23:02 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:23:03 PM  all   23.01    0.00   16.32    0.00    0.00    7.97    0.00    0.00    0.00   52.70
03:23:03 PM    0    5.10    0.00    5.10    0.00    0.00   63.27    0.00    0.00    0.00   26.53
03:23:03 PM    1   20.41    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   69.39
03:23:03 PM    2   17.53    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   72.16
03:23:03 PM    3   15.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   74.00
03:23:03 PM    4   32.99    0.00   25.77    0.00    0.00    0.00    0.00    0.00    0.00   41.24
03:23:03 PM    5   30.53    0.00   23.16    0.00    0.00    0.00    0.00    0.00    0.00   46.32
03:23:03 PM    6   31.58    0.00   21.05    0.00    0.00    0.00    0.00    0.00    0.00   47.37
03:23:03 PM    7   31.63    0.00   24.49    0.00    0.00    0.00    0.00    0.00    0.00   43.88

03:23:03 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:23:04 PM  all   26.52    0.00   17.59    0.00    0.00    9.70    0.00    0.00    0.00   46.18
03:23:04 PM    0    6.00    0.00    3.00    0.00    0.00   75.00    0.00    0.00    0.00   16.00
03:23:04 PM    1   24.21    0.00   15.79    0.00    0.00    0.00    0.00    0.00    0.00   60.00
03:23:04 PM    2   28.87    0.00   19.59    0.00    0.00    0.00    0.00    0.00    0.00   51.55
03:23:04 PM    3   35.71    0.00   14.29    0.00    0.00    0.00    0.00    0.00    0.00   50.00
03:23:04 PM    4   27.84    0.00   26.80    0.00    0.00    0.00    0.00    0.00    0.00   45.36
03:23:04 PM    5   30.53    0.00   22.11    0.00    0.00    0.00    0.00    0.00    0.00   47.37
03:23:04 PM    6   31.58    0.00   21.05    0.00    0.00    0.00    0.00    0.00    0.00   47.37
03:23:04 PM    7   28.12    0.00   18.75    0.00    0.00    0.00    0.00    0.00    0.00   53.12

03:23:04 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:23:05 PM  all   23.45    0.00   16.75    0.00    0.00    8.38    0.00    0.00    0.00   51.42
03:23:05 PM    0    6.12    0.00    4.08    0.00    0.00   66.33    0.00    0.00    0.00   23.47
03:23:05 PM    1   24.74    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   62.89
03:23:05 PM    2   17.02    0.00    8.51    0.00    0.00    0.00    0.00    0.00    0.00   74.47
03:23:05 PM    3   21.21    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   67.68
03:23:05 PM    4   30.00    0.00   29.00    0.00    0.00    0.00    0.00    0.00    0.00   41.00
03:23:05 PM    5   27.08    0.00   25.00    0.00    0.00    0.00    0.00    0.00    0.00   47.92
03:23:05 PM    6   29.79    0.00   21.28    0.00    0.00    0.00    0.00    0.00    0.00   48.94
03:23:05 PM    7   31.63    0.00   22.45    0.00    0.00    0.00    0.00    0.00    0.00   45.92

03:23:05 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:23:06 PM  all   23.59    0.00   15.73    0.00    0.00    8.39    0.00    0.00    0.00   52.29
03:23:06 PM    0    5.15    0.00    6.19    0.00    0.00   65.98    0.00    0.00    0.00   22.68
03:23:06 PM    1   25.00    0.00   14.13    0.00    0.00    0.00    0.00    0.00    0.00   60.87
03:23:06 PM    2   29.70    0.00   14.85    0.00    0.00    0.00    0.00    0.00    0.00   55.45
03:23:06 PM    3   22.92    0.00   13.54    0.00    0.00    0.00    0.00    0.00    0.00   63.54
03:23:06 PM    4   26.60    0.00   22.34    0.00    0.00    0.00    0.00    0.00    0.00   51.06
03:23:06 PM    5   25.00    0.00   20.65    0.00    0.00    0.00    0.00    0.00    0.00   54.35
03:23:06 PM    6   28.12    0.00   15.62    0.00    0.00    0.00    0.00    0.00    0.00   56.25
03:23:06 PM    7   26.32    0.00   18.95    0.00    0.00    0.00    0.00    0.00    0.00   54.74

03:23:06 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:23:07 PM  all   26.79    0.00   18.33    0.00    0.00    8.85    0.00    0.00    0.00   46.03
03:23:07 PM    0    3.06    0.00    4.08    0.00    0.00   70.41    0.00    0.00    0.00   22.45
03:23:07 PM    1   25.51    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   63.27
03:23:07 PM    2   27.55    0.00   14.29    0.00    0.00    0.00    0.00    0.00    0.00   58.16
03:23:07 PM    3   27.27    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   61.62
03:23:07 PM    4   31.25    0.00   30.21    0.00    0.00    0.00    0.00    0.00    0.00   38.54
03:23:07 PM    5   35.00    0.00   27.00    0.00    0.00    0.00    0.00    0.00    0.00   38.00
03:23:07 PM    6   36.17    0.00   22.34    0.00    0.00    0.00    0.00    0.00    0.00   41.49
03:23:07 PM    7   28.87    0.00   26.80    0.00    0.00    0.00    0.00    0.00    0.00   44.33

03:23:07 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:23:08 PM  all   24.45    0.00   16.47    0.00    0.00    8.37    0.00    0.00    0.00   50.71
03:23:08 PM    0    4.21    0.00    5.26    0.00    0.00   68.42    0.00    0.00    0.00   22.11
03:23:08 PM    1   25.24    0.00   15.53    0.00    0.00    0.00    0.00    0.00    0.00   59.22
03:23:08 PM    2   24.74    0.00   15.46    0.00    0.00    0.00    0.00    0.00    0.00   59.79
03:23:08 PM    3   28.42    0.00    8.42    0.00    0.00    0.00    0.00    0.00    0.00   63.16
03:23:08 PM    4   28.87    0.00   23.71    0.00    0.00    0.00    0.00    0.00    0.00   47.42
03:23:08 PM    5   28.42    0.00   17.89    0.00    0.00    0.00    0.00    0.00    0.00   53.68
03:23:08 PM    6   30.61    0.00   19.39    0.00    0.00    0.00    0.00    0.00    0.00   50.00
03:23:08 PM    7   24.74    0.00   25.77    0.00    0.00    0.00    0.00    0.00    0.00   49.48

03:23:08 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:23:09 PM  all   25.64    0.00   17.95    0.00    0.00    8.72    0.00    0.00    0.00   47.69
03:23:09 PM    0    4.00    0.00    5.00    0.00    0.00   68.00    0.00    0.00    0.00   23.00
03:23:09 PM    1   17.35    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   70.41
03:23:09 PM    2   18.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   75.00
03:23:09 PM    3   23.23    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   64.65
03:23:09 PM    4   34.02    0.00   30.93    0.00    0.00    0.00    0.00    0.00    0.00   35.05
03:23:09 PM    5   40.62    0.00   27.08    0.00    0.00    0.00    0.00    0.00    0.00   32.29
03:23:09 PM    6   34.41    0.00   24.73    0.00    0.00    0.00    0.00    0.00    0.00   40.86
03:23:09 PM    7   35.05    0.00   25.77    0.00    0.00    0.00    0.00    0.00    0.00   39.18

03:23:09 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:23:10 PM  all   23.26    0.00   16.97    0.00    0.00    8.87    0.00    0.00    0.00   50.90
03:23:10 PM    0    3.00    0.00    5.00    0.00    0.00   69.00    0.00    0.00    0.00   23.00
03:23:10 PM    1   26.53    0.00   15.31    0.00    0.00    0.00    0.00    0.00    0.00   58.16
03:23:10 PM    2   31.58    0.00   15.79    0.00    0.00    0.00    0.00    0.00    0.00   52.63
03:23:10 PM    3   29.17    0.00   16.67    0.00    0.00    0.00    0.00    0.00    0.00   54.17
03:23:10 PM    4   24.74    0.00   22.68    0.00    0.00    0.00    0.00    0.00    0.00   52.58
03:23:10 PM    5   21.88    0.00   18.75    0.00    0.00    0.00    0.00    0.00    0.00   59.38
03:23:10 PM    6   24.24    0.00   21.21    0.00    0.00    0.00    0.00    0.00    0.00   54.55
03:23:10 PM    7   25.77    0.00   20.62    0.00    0.00    0.00    0.00    0.00    0.00   53.61

03:23:10 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:23:11 PM  all   23.64    0.00   15.32    0.00    0.00    8.18    0.00    0.00    0.00   52.86
03:23:11 PM    0    6.19    0.00    4.12    0.00    0.00   64.95    0.00    0.00    0.00   24.74
03:23:11 PM    1   29.17    0.00   12.50    0.00    0.00    0.00    0.00    0.00    0.00   58.33
03:23:11 PM    2   29.59    0.00   13.27    0.00    0.00    0.00    0.00    0.00    0.00   57.14
03:23:11 PM    3   26.04    0.00   11.46    0.00    0.00    0.00    0.00    0.00    0.00   62.50
