Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

01:25:19 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:25:20 PM  1000     55446         -  200.00  155.00    0.00    0.00  355.00     6  npuforge-node.s
01:25:20 PM  1000         -     55446    0.00    0.00    0.00    0.00    0.00     6  |__npuforge-node.s
01:25:20 PM  1000         -     55447   23.00   21.00    0.00    1.00   44.00     1  |__tokio-rt-worker
01:25:20 PM  1000         -     55448   29.00   17.00    0.00    2.00   46.00     4  |__tokio-rt-worker
01:25:20 PM  1000         -     55449   23.00   21.00    0.00    3.00   44.00     5  |__tokio-rt-worker
01:25:20 PM  1000         -     55450   24.00   19.00    0.00    2.00   43.00     0  |__tokio-rt-worker
01:25:20 PM  1000         -     55451   23.00   22.00    0.00    3.00   45.00     6  |__tokio-rt-worker
01:25:20 PM  1000         -     55452   23.00   21.00    0.00    1.00   44.00     4  |__tokio-rt-worker
01:25:20 PM  1000         -     55453   26.00   19.00    0.00    2.00   45.00     4  |__tokio-rt-worker
01:25:20 PM  1000         -     55454   29.00   17.00    0.00    1.00   46.00     4  |__tokio-rt-worker
01:25:21 PM  1000     55446         -  209.00  179.00    0.00    0.00  388.00     6  npuforge-node.s
01:25:21 PM  1000         -     55446    0.00    0.00    0.00    0.00    0.00     6  |__npuforge-node.s
01:25:21 PM  1000         -     55447   23.00   27.00    0.00    3.00   50.00     5  |__tokio-rt-worker
01:25:21 PM  1000         -     55448   26.00   22.00    0.00    2.00   48.00     4  |__tokio-rt-worker
01:25:21 PM  1000         -     55449   27.00   22.00    0.00    2.00   49.00     4  |__tokio-rt-worker
01:25:21 PM  1000         -     55450   23.00   24.00    0.00    3.00   47.00     6  |__tokio-rt-worker
01:25:21 PM  1000         -     55451   29.00   18.00    0.00    2.00   47.00     5  |__tokio-rt-worker
01:25:21 PM  1000         -     55452   26.00   21.00    0.00    2.00   47.00     2  |__tokio-rt-worker
01:25:21 PM  1000         -     55453   27.00   20.00    0.00    3.00   47.00     3  |__tokio-rt-worker
01:25:21 PM  1000         -     55454   28.00   23.00    0.00    3.00   51.00     4  |__tokio-rt-worker
01:25:22 PM  1000     55446         -  195.00  161.00    0.00    0.00  356.00     6  npuforge-node.s
01:25:22 PM  1000         -     55446    0.00    0.00    0.00    0.00    0.00     6  |__npuforge-node.s
01:25:22 PM  1000         -     55447   26.00   15.00    0.00    1.00   41.00     4  |__tokio-rt-worker
01:25:22 PM  1000         -     55448   27.00   19.00    0.00    2.00   46.00     0  |__tokio-rt-worker
01:25:22 PM  1000         -     55449   27.00   19.00    0.00    2.00   46.00     6  |__tokio-rt-worker
01:25:22 PM  1000         -     55450   26.00   22.00    0.00    1.00   48.00     4  |__tokio-rt-worker
01:25:22 PM  1000         -     55451   20.00   27.00    0.00    2.00   47.00     7  |__tokio-rt-worker
01:25:22 PM  1000         -     55452   23.00   16.00    0.00    2.00   39.00     1  |__tokio-rt-worker
01:25:22 PM  1000         -     55453   22.00   24.00    0.00    1.00   46.00     5  |__tokio-rt-worker
