Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

03:14:27 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:28 PM  all   25.45    0.00   16.45    0.00    0.00    8.61    0.00    0.00    0.00   49.49
03:14:28 PM    0    6.32    0.00    4.21    0.00    0.00   70.53    0.00    0.00    0.00   18.95
03:14:28 PM    1   27.27    0.00   14.14    0.00    0.00    0.00    0.00    0.00    0.00   58.59
03:14:28 PM    2   23.96    0.00   11.46    0.00    0.00    0.00    0.00    0.00    0.00   64.58
03:14:28 PM    3   27.08    0.00   11.46    0.00    0.00    0.00    0.00    0.00    0.00   61.46
03:14:28 PM    4   33.00    0.00   23.00    0.00    0.00    0.00    0.00    0.00    0.00   44.00
03:14:28 PM    5   26.04    0.00   23.96    0.00    0.00    0.00    0.00    0.00    0.00   50.00
03:14:28 PM    6   31.31    0.00   19.19    0.00    0.00    0.00    0.00    0.00    0.00   49.49
03:14:28 PM    7   27.84    0.00   23.71    0.00    0.00    0.00    0.00    0.00    0.00   48.45

03:14:28 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:29 PM  all   22.47    0.00   16.49    0.00    0.00    8.18    0.00    0.00    0.00   52.86
03:14:29 PM    0    7.07    0.00    6.06    0.00    0.00   63.64    0.00    0.00    0.00   23.23
03:14:29 PM    1   20.62    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   68.04
03:14:29 PM    2   25.00    0.00   12.00    0.00    0.00    0.00    0.00    0.00    0.00   63.00
03:14:29 PM    3   21.05    0.00   10.53    0.00    0.00    0.00    0.00    0.00    0.00   68.42
03:14:29 PM    4   27.17    0.00   25.00    0.00    0.00    0.00    0.00    0.00    0.00   47.83
03:14:29 PM    5   29.47    0.00   23.16    0.00    0.00    0.00    0.00    0.00    0.00   47.37
03:14:29 PM    6   23.71    0.00   23.71    0.00    0.00    0.00    0.00    0.00    0.00   52.58
03:14:29 PM    7   26.32    0.00   21.05    0.00    0.00    0.00    0.00    0.00    0.00   52.63

03:14:29 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:30 PM  all   24.46    0.00   15.75    0.00    0.00    9.09    0.00    0.00    0.00   50.70
03:14:30 PM    0    3.88    0.00    4.85    0.00    0.00   68.93    0.00    0.00    0.00   22.33
03:14:30 PM    1   23.96    0.00   14.58    0.00    0.00    0.00    0.00    0.00    0.00   61.46
03:14:30 PM    2   23.16    0.00   10.53    0.00    0.00    0.00    0.00    0.00    0.00   66.32
03:14:30 PM    3   28.57    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   59.18
03:14:30 PM    4   28.57    0.00   27.55    0.00    0.00    0.00    0.00    0.00    0.00   43.88
03:14:30 PM    5   29.17    0.00   23.96    0.00    0.00    0.00    0.00    0.00    0.00   46.88
03:14:30 PM    6   31.00    0.00   18.00    0.00    0.00    0.00    0.00    0.00    0.00   51.00
03:14:30 PM    7   28.42    0.00   14.74    0.00    0.00    0.00    0.00    0.00    0.00   56.84

03:14:30 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:31 PM  all   23.18    0.00   16.05    0.00    0.00    8.54    0.00    0.00    0.00   52.23
03:14:31 PM    0    6.00    0.00    7.00    0.00    0.00   67.00    0.00    0.00    0.00   20.00
03:14:31 PM    1   26.53    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   63.27
03:14:31 PM    2   25.51    0.00   18.37    0.00    0.00    0.00    0.00    0.00    0.00   56.12
03:14:31 PM    3   29.17    0.00   14.58    0.00    0.00    0.00    0.00    0.00    0.00   56.25
03:14:31 PM    4   25.51    0.00   20.41    0.00    0.00    0.00    0.00    0.00    0.00   54.08
03:14:31 PM    5   21.43    0.00   21.43    0.00    0.00    0.00    0.00    0.00    0.00   57.14
03:14:31 PM    6   27.00    0.00   19.00    0.00    0.00    0.00    0.00    0.00    0.00   54.00
03:14:31 PM    7   24.74    0.00   17.53    0.00    0.00    0.00    0.00    0.00    0.00   57.73

03:14:31 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:32 PM  all   23.71    0.00   16.49    0.00    0.00    8.25    0.00    0.00    0.00   51.55
03:14:32 PM    0    7.07    0.00    8.08    0.00    0.00   64.65    0.00    0.00    0.00   20.20
03:14:32 PM    1   25.00    0.00    9.38    0.00    0.00    0.00    0.00    0.00    0.00   65.62
03:14:32 PM    2   22.55    0.00   15.69    0.00    0.00    0.00    0.00    0.00    0.00   61.76
03:14:32 PM    3   24.74    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   62.89
03:14:32 PM    4   29.03    0.00   25.81    0.00    0.00    0.00    0.00    0.00    0.00   45.16
03:14:32 PM    5   25.00    0.00   20.83    0.00    0.00    0.00    0.00    0.00    0.00   54.17
03:14:32 PM    6   29.59    0.00   18.37    0.00    0.00    0.00    0.00    0.00    0.00   52.04
03:14:32 PM    7   27.37    0.00   22.11    0.00    0.00    0.00    0.00    0.00    0.00   50.53

03:14:32 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:33 PM  all   25.91    0.00   17.45    0.00    0.00    8.72    0.00    0.00    0.00   47.92
03:14:33 PM    0    7.29    0.00    3.12    0.00    0.00   69.79    0.00    0.00    0.00   19.79
03:14:33 PM    1   26.32    0.00   12.63    0.00    0.00    0.00    0.00    0.00    0.00   61.05
03:14:33 PM    2   26.60    0.00   18.09    0.00    0.00    0.00    0.00    0.00    0.00   55.32
03:14:33 PM    3   27.00    0.00   14.00    0.00    0.00    0.00    0.00    0.00    0.00   59.00
03:14:33 PM    4   31.25    0.00   27.08    0.00    0.00    0.00    0.00    0.00    0.00   41.67
03:14:33 PM    5   27.08    0.00   27.08    0.00    0.00    0.00    0.00    0.00    0.00   45.83
03:14:33 PM    6   28.72    0.00   18.09    0.00    0.00    0.00    0.00    0.00    0.00   53.19
03:14:33 PM    7   32.99    0.00   19.59    0.00    0.00    0.00    0.00    0.00    0.00   47.42

03:14:33 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:34 PM  all   23.86    0.00   16.95    0.00    0.00    8.21    0.00    0.00    0.00   50.98
03:14:34 PM    0    6.19    0.00    6.19    0.00    0.00   64.95    0.00    0.00    0.00   22.68
03:14:34 PM    1   23.96    0.00   14.58    0.00    0.00    0.00    0.00    0.00    0.00   61.46
03:14:34 PM    2   20.83    0.00   11.46    0.00    0.00    0.00    0.00    0.00    0.00   67.71
03:14:34 PM    3   25.26    0.00   11.58    0.00    0.00    0.00    0.00    0.00    0.00   63.16
03:14:34 PM    4   32.99    0.00   25.77    0.00    0.00    0.00    0.00    0.00    0.00   41.24
03:14:34 PM    5   26.88    0.00   21.51    0.00    0.00    0.00    0.00    0.00    0.00   51.61
03:14:34 PM    6   27.08    0.00   21.88    0.00    0.00    0.00    0.00    0.00    0.00   51.04
03:14:34 PM    7   27.84    0.00   22.68    0.00    0.00    0.00    0.00    0.00    0.00   49.48

03:14:34 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:35 PM  all   24.87    0.00   18.49    0.00    0.00    8.93    0.00    0.00    0.00   47.70
03:14:35 PM    0    5.94    0.00    3.96    0.00    0.00   69.31    0.00    0.00    0.00   20.79
03:14:35 PM    1   23.47    0.00   13.27    0.00    0.00    0.00    0.00    0.00    0.00   63.27
03:14:35 PM    2   26.80    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   59.79
03:14:35 PM    3   28.12    0.00   11.46    0.00    0.00    0.00    0.00    0.00    0.00   60.42
03:14:35 PM    4   30.61    0.00   25.51    0.00    0.00    0.00    0.00    0.00    0.00   43.88
03:14:35 PM    5   28.00    0.00   27.00    0.00    0.00    0.00    0.00    0.00    0.00   45.00
03:14:35 PM    6   29.90    0.00   24.74    0.00    0.00    0.00    0.00    0.00    0.00   45.36
03:14:35 PM    7   26.80    0.00   28.87    0.00    0.00    0.00    0.00    0.00    0.00   44.33

03:14:35 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:36 PM  all   25.45    0.00   18.12    0.00    0.00    8.10    0.00    0.00    0.00   48.33
03:14:36 PM    0    5.21    0.00    6.25    0.00    0.00   65.62    0.00    0.00    0.00   22.92
03:14:36 PM    1   18.81    0.00   11.88    0.00    0.00    0.00    0.00    0.00    0.00   69.31
03:14:36 PM    2   23.23    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   69.70
03:14:36 PM    3   23.23    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   64.65
03:14:36 PM    4   36.08    0.00   26.80    0.00    0.00    0.00    0.00    0.00    0.00   37.11
03:14:36 PM    5   30.85    0.00   31.91    0.00    0.00    0.00    0.00    0.00    0.00   37.23
03:14:36 PM    6   33.33    0.00   25.25    0.00    0.00    0.00    0.00    0.00    0.00   41.41
03:14:36 PM    7   33.33    0.00   24.73    0.00    0.00    0.00    0.00    0.00    0.00   41.94

03:14:36 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:37 PM  all   25.88    0.00   18.34    0.00    0.00    8.97    0.00    0.00    0.00   46.81
03:14:37 PM    0    2.04    0.00    6.12    0.00    0.00   70.41    0.00    0.00    0.00   21.43
03:14:37 PM    1   24.21    0.00   10.53    0.00    0.00    0.00    0.00    0.00    0.00   65.26
03:14:37 PM    2   28.12    0.00   14.58    0.00    0.00    0.00    0.00    0.00    0.00   57.29
03:14:37 PM    3   27.37    0.00   13.68    0.00    0.00    0.00    0.00    0.00    0.00   58.95
03:14:37 PM    4   28.87    0.00   28.87    0.00    0.00    0.00    0.00    0.00    0.00   42.27
03:14:37 PM    5   29.47    0.00   23.16    0.00    0.00    0.00    0.00    0.00    0.00   47.37
03:14:37 PM    6   34.74    0.00   25.26    0.00    0.00    0.00    0.00    0.00    0.00   40.00
03:14:37 PM    7   32.65    0.00   24.49    0.00    0.00    0.00    0.00    0.00    0.00   42.86

03:14:37 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:38 PM  all   25.16    0.00   15.81    0.00    0.00    8.30    0.00    0.00    0.00   50.72
03:14:38 PM    0    4.44    0.00    4.44    0.00    0.00   70.00    0.00    0.00    0.00   21.11
03:14:38 PM    1   26.80    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   59.79
03:14:38 PM    2   29.79    0.00   17.02    0.00    0.00    0.00    0.00    0.00    0.00   53.19
03:14:38 PM    3   28.42    0.00   13.68    0.00    0.00    0.00    0.00    0.00    0.00   57.89
03:14:38 PM    4   30.53    0.00   18.95    0.00    0.00    0.00    0.00    0.00    0.00   50.53
03:14:38 PM    5   28.26    0.00   19.57    0.00    0.00    0.00    0.00    0.00    0.00   52.17
03:14:38 PM    6   26.53    0.00   19.39    0.00    0.00    0.00    0.00    0.00    0.00   54.08
03:14:38 PM    7   25.51    0.00   19.39    0.00    0.00    0.00    0.00    0.00    0.00   55.10

03:14:38 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:39 PM  all   23.58    0.00   16.88    0.00    0.00    8.76    0.00    0.00    0.00   50.77
03:14:39 PM    0    4.08    0.00    5.10    0.00    0.00   69.39    0.00    0.00    0.00   21.43
03:14:39 PM    1   34.02    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   52.58
03:14:39 PM    2   32.00    0.00   15.00    0.00    0.00    0.00    0.00    0.00    0.00   53.00
03:14:39 PM    3   26.80    0.00   14.43    0.00    0.00    0.00    0.00    0.00    0.00   58.76
03:14:39 PM    4   25.00    0.00   25.00    0.00    0.00    0.00    0.00    0.00    0.00   50.00
03:14:39 PM    5   22.34    0.00   23.40    0.00    0.00    0.00    0.00    0.00    0.00   54.26
03:14:39 PM    6   23.47    0.00   19.39    0.00    0.00    0.00    0.00    0.00    0.00   57.14
03:14:39 PM    7   20.83    0.00   19.79    0.00    0.00    0.00    0.00    0.00    0.00   59.38

03:14:39 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:40 PM  all   25.71    0.00   17.18    0.00    0.00    8.53    0.00    0.00    0.00   48.58
03:14:40 PM    0    6.12    0.00    5.10    0.00    0.00   67.35    0.00    0.00    0.00   21.43
03:14:40 PM    1   22.92    0.00   14.58    0.00    0.00    0.00    0.00    0.00    0.00   62.50
03:14:40 PM    2   21.00    0.00   14.00    0.00    0.00    0.00    0.00    0.00    0.00   65.00
03:14:40 PM    3   25.25    0.00   16.16    0.00    0.00    0.00    0.00    0.00    0.00   58.59
03:14:40 PM    4   33.33    0.00   22.22    0.00    0.00    0.00    0.00    0.00    0.00   44.44
03:14:40 PM    5   30.21    0.00   22.92    0.00    0.00    0.00    0.00    0.00    0.00   46.88
03:14:40 PM    6   34.38    0.00   19.79    0.00    0.00    0.00    0.00    0.00    0.00   45.83
03:14:40 PM    7   33.33    0.00   23.23    0.00    0.00    0.00    0.00    0.00    0.00   43.43

03:14:40 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:41 PM  all   27.32    0.00   18.81    0.00    0.00    9.41    0.00    0.00    0.00   44.46
03:14:41 PM    0    5.00    0.00    3.00    0.00    0.00   73.00    0.00    0.00    0.00   19.00
03:14:41 PM    1   27.84    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   59.79
03:14:41 PM    2   19.79    0.00    8.33    0.00    0.00    0.00    0.00    0.00    0.00   71.88
03:14:41 PM    3   34.02    0.00   19.59    0.00    0.00    0.00    0.00    0.00    0.00   46.39
03:14:41 PM    4   36.73    0.00   27.55    0.00    0.00    0.00    0.00    0.00    0.00   35.71
03:14:41 PM    5   31.91    0.00   27.66    0.00    0.00    0.00    0.00    0.00    0.00   40.43
03:14:41 PM    6   29.59    0.00   27.55    0.00    0.00    0.00    0.00    0.00    0.00   42.86
03:14:41 PM    7   34.38    0.00   25.00    0.00    0.00    0.00    0.00    0.00    0.00   40.62

03:14:41 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:42 PM  all   24.03    0.00   15.89    0.00    0.00    8.79    0.00    0.00    0.00   51.29
03:14:42 PM    0    5.05    0.00    3.03    0.00    0.00   68.69    0.00    0.00    0.00   23.23
03:14:42 PM    1   27.37    0.00   11.58    0.00    0.00    0.00    0.00    0.00    0.00   61.05
03:14:42 PM    2   22.92    0.00   11.46    0.00    0.00    0.00    0.00    0.00    0.00   65.62
03:14:42 PM    3   24.74    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   64.95
03:14:42 PM    4   30.53    0.00   24.21    0.00    0.00    0.00    0.00    0.00    0.00   45.26
03:14:42 PM    5   30.30    0.00   23.23    0.00    0.00    0.00    0.00    0.00    0.00   46.46
03:14:42 PM    6   26.80    0.00   20.62    0.00    0.00    0.00    0.00    0.00    0.00   52.58
03:14:42 PM    7   25.00    0.00   22.92    0.00    0.00    0.00    0.00    0.00    0.00   52.08

03:14:42 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:43 PM  all   25.23    0.00   17.89    0.00    0.00    8.75    0.00    0.00    0.00   48.13
03:14:43 PM    0    3.09    0.00    9.28    0.00    0.00   70.10    0.00    0.00    0.00   17.53
03:14:43 PM    1   28.28    0.00   14.14    0.00    0.00    0.00    0.00    0.00    0.00   57.58
03:14:43 PM    2   29.59    0.00   13.27    0.00    0.00    0.00    0.00    0.00    0.00   57.14
03:14:43 PM    3   26.80    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   61.86
03:14:43 PM    4   27.55    0.00   31.63    0.00    0.00    0.00    0.00    0.00    0.00   40.82
03:14:43 PM    5   28.87    0.00   21.65    0.00    0.00    0.00    0.00    0.00    0.00   49.48
03:14:43 PM    6   27.08    0.00   21.88    0.00    0.00    0.00    0.00    0.00    0.00   51.04
03:14:43 PM    7   30.53    0.00   20.00    0.00    0.00    0.00    0.00    0.00    0.00   49.47

03:14:43 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:14:44 PM  all   25.32    0.00   16.41    0.00    0.00    8.27    0.00    0.00    0.00   50.00
03:14:44 PM    0    6.12    0.00    5.10    0.00    0.00   65.31    0.00    0.00    0.00   23.47
03:14:44 PM    1   27.84    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   58.76
