Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

10:19:57 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:19:58 AM  all   29.21    0.00   19.26    0.00    0.00    9.69    0.00    0.00    0.00   41.84
10:19:58 AM    0    3.96    0.00    2.97    0.00    0.00   75.25    0.00    0.00    0.00   17.82
10:19:58 AM    1   28.57    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00   62.24
10:19:58 AM    2   20.00    0.00    9.47    0.00    0.00    0.00    0.00    0.00    0.00   70.53
10:19:58 AM    3   18.18    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   74.75
10:19:58 AM    4   44.33    0.00   30.93    0.00    0.00    0.00    0.00    0.00    0.00   24.74
10:19:58 AM    5   38.14    0.00   31.96    0.00    0.00    0.00    0.00    0.00    0.00   29.90
10:19:58 AM    6   40.62    0.00   29.17    0.00    0.00    0.00    0.00    0.00    0.00   30.21
10:19:58 AM    7   40.59    0.00   33.66    0.00    0.00    0.00    0.00    0.00    0.00   25.74

10:19:58 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:19:59 AM  all   30.03    0.00   20.23    0.00    0.00   10.57    0.00    0.00    0.00   39.18
10:19:59 AM    0    1.02    0.00    1.02    0.00    0.00   83.67    0.00    0.00    0.00   14.29
10:19:59 AM    1   30.93    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   57.73
10:19:59 AM    2   22.92    0.00    7.29    0.00    0.00    0.00    0.00    0.00    0.00   69.79
10:19:59 AM    3   21.88    0.00   11.46    0.00    0.00    0.00    0.00    0.00    0.00   66.67
10:19:59 AM    4   42.42    0.00   34.34    0.00    0.00    0.00    0.00    0.00    0.00   23.23
10:19:59 AM    5   41.24    0.00   32.99    0.00    0.00    0.00    0.00    0.00    0.00   25.77
10:19:59 AM    6   39.18    0.00   30.93    0.00    0.00    0.00    0.00    0.00    0.00   29.90
10:19:59 AM    7   40.62    0.00   32.29    0.00    0.00    0.00    0.00    0.00    0.00   27.08

10:19:59 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:20:00 AM  all   29.42    0.00   20.90    0.00    0.00   10.19    0.00    0.00    0.00   39.48
10:20:00 AM    0    1.02    0.00    2.04    0.00    0.00   80.61    0.00    0.00    0.00   16.33
10:20:00 AM    1   28.87    0.00    9.28    0.00    0.00    0.00    0.00    0.00    0.00   61.86
10:20:00 AM    2   20.62    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   68.04
10:20:00 AM    3   20.41    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   74.49
10:20:00 AM    4   40.21    0.00   37.11    0.00    0.00    0.00    0.00    0.00    0.00   22.68
10:20:00 AM    5   45.36    0.00   32.99    0.00    0.00    0.00    0.00    0.00    0.00   21.65
10:20:00 AM    6   39.58    0.00   35.42    0.00    0.00    0.00    0.00    0.00    0.00   25.00
10:20:00 AM    7   40.00    0.00   34.74    0.00    0.00    0.00    0.00    0.00    0.00   25.26

10:20:00 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:20:01 AM  all   26.14    0.00   16.91    0.00    0.00   10.40    0.00    0.00    0.00   46.55
10:20:01 AM    0    2.02    0.00    1.01    0.00    0.00   79.80    0.00    0.00    0.00   17.17
10:20:01 AM    1   33.67    0.00   16.33    0.00    0.00    0.00    0.00    0.00    0.00   50.00
10:20:01 AM    2   31.25    0.00   14.58    0.00    0.00    0.00    0.00    0.00    0.00   54.17
10:20:01 AM    3   27.47    0.00   12.09    0.00    0.00    0.00    0.00    0.00    0.00   60.44
10:20:01 AM    4   29.90    0.00   21.65    0.00    0.00    0.00    0.00    0.00    0.00   48.45
10:20:01 AM    5   29.59    0.00   24.49    0.00    0.00    0.00    0.00    0.00    0.00   45.92
10:20:01 AM    6   25.53    0.00   25.53    0.00    0.00    1.06    0.00    0.00    0.00   47.87
10:20:01 AM    7   30.21    0.00   19.79    0.00    0.00    0.00    0.00    0.00    0.00   50.00

10:20:01 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:20:02 AM  all   28.33    0.00   17.75    0.00    0.00   10.18    0.00    0.00    0.00   43.73
10:20:02 AM    0    4.08    0.00    1.02    0.00    0.00   79.59    0.00    0.00    0.00   15.31
10:20:02 AM    1   22.68    0.00   14.43    0.00    0.00    0.00    0.00    0.00    0.00   62.89
10:20:02 AM    2   24.49    0.00   13.27    0.00    0.00    0.00    0.00    0.00    0.00   62.24
10:20:02 AM    3   25.00    0.00    8.33    0.00    0.00    0.00    0.00    0.00    0.00   66.67
10:20:02 AM    4   41.49    0.00   22.34    0.00    0.00    0.00    0.00    0.00    0.00   36.17
10:20:02 AM    5   37.89    0.00   29.47    0.00    0.00    0.00    0.00    0.00    0.00   32.63
10:20:02 AM    6   40.62    0.00   23.96    0.00    0.00    0.00    0.00    0.00    0.00   35.42
10:20:02 AM    7   31.52    0.00   30.43    0.00    0.00    0.00    0.00    0.00    0.00   38.04

10:20:02 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:20:03 AM  all   28.19    0.00   21.30    0.00    0.00   10.08    0.00    0.00    0.00   40.43
10:20:03 AM    0    1.00    0.00    3.00    0.00    0.00   79.00    0.00    0.00    0.00   17.00
10:20:03 AM    1   15.46    0.00   15.46    0.00    0.00    0.00    0.00    0.00    0.00   69.07
10:20:03 AM    2   18.56    0.00    8.25    0.00    0.00    0.00    0.00    0.00    0.00   73.20
10:20:03 AM    3   19.19    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   70.71
