Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

03:28:08 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:28:09 PM  all   22.40    0.00   15.62    0.00    0.00    7.81    0.00    0.00    0.00   54.17
03:28:09 PM    0    9.28    0.00    7.22    0.00    0.00   61.86    0.00    0.00    0.00   21.65
03:28:09 PM    1   21.88    0.00   13.54    0.00    0.00    0.00    0.00    0.00    0.00   64.58
03:28:09 PM    2   24.74    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   64.95
03:28:09 PM    3   25.51    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   67.35
03:28:09 PM    4   27.66    0.00   26.60    0.00    0.00    0.00    0.00    0.00    0.00   45.74
03:28:09 PM    5   25.00    0.00   22.92    0.00    0.00    0.00    0.00    0.00    0.00   52.08
03:28:09 PM    6   25.26    0.00   18.95    0.00    0.00    0.00    0.00    0.00    0.00   55.79
03:28:09 PM    7   20.00    0.00   18.95    0.00    0.00    0.00    0.00    0.00    0.00   61.05

03:28:09 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:28:10 PM  all   22.77    0.00   16.04    0.00    0.00    8.15    0.00    0.00    0.00   53.04
03:28:10 PM    0    6.25    0.00    5.21    0.00    0.00   64.58    0.00    0.00    0.00   23.96
03:28:10 PM    1   29.59    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   58.16
03:28:10 PM    2   28.57    0.00   15.31    0.00    0.00    0.00    0.00    0.00    0.00   56.12
03:28:10 PM    3   25.00    0.00   16.67    0.00    0.00    0.00    0.00    0.00    0.00   58.33
03:28:10 PM    4   23.00    0.00   27.00    0.00    0.00    0.00    0.00    0.00    0.00   50.00
03:28:10 PM    5   24.73    0.00   18.28    0.00    0.00    0.00    0.00    0.00    0.00   56.99
03:28:10 PM    6   23.47    0.00   19.39    0.00    0.00    1.02    0.00    0.00    0.00   56.12
03:28:10 PM    7   21.28    0.00   13.83    0.00    0.00    0.00    0.00    0.00    0.00   64.89

03:28:10 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:28:11 PM  all   22.82    0.00   16.54    0.00    0.00    8.97    0.00    0.00    0.00   51.67
03:28:11 PM    0    4.95    0.00    3.96    0.00    0.00   69.31    0.00    0.00    0.00   21.78
03:28:11 PM    1   28.12    0.00   16.67    0.00    0.00    0.00    0.00    0.00    0.00   55.21
03:28:11 PM    2   24.21    0.00   15.79    0.00    0.00    0.00    0.00    0.00    0.00   60.00
03:28:11 PM    3   26.32    0.00   17.89    0.00    0.00    0.00    0.00    0.00    0.00   55.79
03:28:11 PM    4   26.80    0.00   21.65    0.00    0.00    0.00    0.00    0.00    0.00   51.55
03:28:11 PM    5   24.24    0.00   20.20    0.00    0.00    0.00    0.00    0.00    0.00   55.56
03:28:11 PM    6   27.55    0.00   16.33    0.00    0.00    0.00    0.00    0.00    0.00   56.12
03:28:11 PM    7   21.21    0.00   20.20    0.00    0.00    0.00    0.00    0.00    0.00   58.59

03:28:11 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:28:12 PM  all   22.89    0.00   15.73    0.13    0.00    8.71    0.00    0.00    0.00   52.54
03:28:12 PM    0    5.00    0.00    6.00    0.00    0.00   67.00    0.00    0.00    0.00   22.00
03:28:12 PM    1   26.32    0.00   12.63    0.00    0.00    0.00    0.00    0.00    0.00   61.05
03:28:12 PM    2   26.73    0.00   13.86    0.99    0.00    0.00    0.00    0.00    0.00   58.42
03:28:12 PM    3   27.27    0.00   16.16    0.00    0.00    0.00    0.00    0.00    0.00   56.57
03:28:12 PM    4   26.88    0.00   21.51    0.00    0.00    0.00    0.00    0.00    0.00   51.61
03:28:12 PM    5   21.74    0.00   21.74    0.00    0.00    0.00    0.00    0.00    0.00   56.52
03:28:12 PM    6   26.32    0.00   16.84    0.00    0.00    0.00    0.00    0.00    0.00   56.84
03:28:12 PM    7   23.40    0.00   18.09    0.00    0.00    0.00    0.00    0.00    0.00   58.51

03:28:12 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:28:13 PM  all   21.48    0.00   15.35    0.00    0.00    8.31    0.00    0.00    0.00   54.86
03:28:13 PM    0    7.07    0.00    7.07    0.00    0.00   65.66    0.00    0.00    0.00   20.20
03:28:13 PM    1   21.51    0.00   11.83    0.00    0.00    0.00    0.00    0.00    0.00   66.67
