Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

01:22:12 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:22:13 PM  1000     54407         -  205.00  156.00    0.00    0.00  361.00     7  npuforge-node.s
01:22:13 PM  1000         -     54407    0.00    0.00    0.00    0.00    0.00     7  |__npuforge-node.s
01:22:13 PM  1000         -     54408   21.00   25.00    0.00    2.00   46.00     6  |__tokio-rt-worker
01:22:13 PM  1000         -     54409   26.00   13.00    0.00    2.00   39.00     2  |__tokio-rt-worker
01:22:13 PM  1000         -     54410   29.00   16.00    0.00    2.00   45.00     5  |__tokio-rt-worker
01:22:13 PM  1000         -     54411   32.00   15.00    0.00    2.00   47.00     4  |__tokio-rt-worker
01:22:13 PM  1000         -     54412   26.00   20.00    0.00    2.00   46.00     5  |__tokio-rt-worker
01:22:13 PM  1000         -     54413   23.00   20.00    0.00    2.00   43.00     4  |__tokio-rt-worker
01:22:13 PM  1000         -     54414   24.00   20.00    0.00    4.00   44.00     1  |__tokio-rt-worker
01:22:13 PM  1000         -     54415   24.00   25.00    0.00    3.00   49.00     4  |__tokio-rt-worker
01:22:14 PM  1000     54407         -  196.00  142.00    0.00    0.00  338.00     7  npuforge-node.s
01:22:14 PM  1000         -     54407    0.00    0.00    0.00    0.00    0.00     7  |__npuforge-node.s
01:22:14 PM  1000         -     54408   25.00   15.00    0.00    2.00   40.00     1  |__tokio-rt-worker
01:22:14 PM  1000         -     54409   23.00   21.00    0.00    1.00   44.00     3  |__tokio-rt-worker
01:22:14 PM  1000         -     54410   22.00   23.00    0.00    2.00   45.00     6  |__tokio-rt-worker
01:22:14 PM  1000         -     54411   26.00   15.00    0.00    1.00   41.00     4  |__tokio-rt-worker
01:22:14 PM  1000         -     54412   24.00   17.00    0.00    1.00   41.00     6  |__tokio-rt-worker
01:22:14 PM  1000         -     54413   23.00   18.00    0.00    1.00   41.00     4  |__tokio-rt-worker
01:22:14 PM  1000         -     54414   26.00   15.00    0.00    2.00   41.00     5  |__tokio-rt-worker
01:22:14 PM  1000         -     54415   28.00   16.00    0.00    3.00   44.00     2  |__tokio-rt-worker
01:22:15 PM  1000     54407         -  198.00  150.00    0.00    0.00  348.00     7  npuforge-node.s
01:22:15 PM  1000         -     54407    0.00    0.00    0.00    0.00    0.00     7  |__npuforge-node.s
01:22:15 PM  1000         -     54408   28.00   15.00    0.00    1.00   43.00     1  |__tokio-rt-worker
01:22:15 PM  1000         -     54409   23.00   24.00    0.00    2.00   47.00     4  |__tokio-rt-worker
01:22:15 PM  1000         -     54410   25.00   19.00    0.00    1.00   44.00     7  |__tokio-rt-worker
01:22:15 PM  1000         -     54411   22.00   19.00    0.00    2.00   41.00     7  |__tokio-rt-worker
01:22:15 PM  1000         -     54412   26.00   17.00    0.00    2.00   43.00     5  |__tokio-rt-worker
01:22:15 PM  1000         -     54413   23.00   20.00    0.00    1.00   43.00     5  |__tokio-rt-worker
01:22:15 PM  1000         -     54414   26.00   18.00    0.00    1.00   44.00     1  |__tokio-rt-worker
01:22:15 PM  1000         -     54415   23.00   22.00    0.00    1.00   45.00     7  |__tokio-rt-worker
01:22:16 PM  1000     54407         -  181.00  151.00    0.00    0.00  332.00     7  npuforge-node.s
01:22:16 PM  1000         -     54407    0.00    0.00    0.00    0.00    0.00     7  |__npuforge-node.s
01:22:16 PM  1000         -     54408   23.00   17.00    0.00    2.00   40.00     5  |__tokio-rt-worker
01:22:16 PM  1000         -     54409   19.00   20.00    0.00    2.00   39.00     0  |__tokio-rt-worker
01:22:16 PM  1000         -     54410   23.00   18.00    0.00    2.00   41.00     6  |__tokio-rt-worker
01:22:16 PM  1000         -     54411   29.00   15.00    0.00    1.00   44.00     7  |__tokio-rt-worker
01:22:16 PM  1000         -     54412   24.00   21.00    0.00    3.00   45.00     7  |__tokio-rt-worker
01:22:16 PM  1000         -     54413   21.00   21.00    0.00    3.00   42.00     0  |__tokio-rt-worker
01:22:16 PM  1000         -     54414   23.00   17.00    0.00    2.00   40.00     2  |__tokio-rt-worker
01:22:16 PM  1000         -     54415   20.00   19.00    0.00    3.00   39.00     7  |__tokio-rt-worker
