Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

01:22:12 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:22:13 PM  all   25.59    0.00   17.23    0.00    0.00    8.88    0.00    0.00    0.00   48.30
01:22:13 PM    0    4.04    0.00    4.04    0.00    0.00   68.69    0.00    0.00    0.00   23.23
01:22:13 PM    1   15.46    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   71.13
01:22:13 PM    2   21.05    0.00    8.42    0.00    0.00    0.00    0.00    0.00    0.00   70.53
01:22:13 PM    3   18.95    0.00    9.47    0.00    0.00    0.00    0.00    0.00    0.00   71.58
01:22:13 PM    4   37.63    0.00   24.73    0.00    0.00    0.00    0.00    0.00    0.00   37.63
01:22:13 PM    5   36.46    0.00   22.92    0.00    0.00    0.00    0.00    0.00    0.00   40.62
01:22:13 PM    6   35.79    0.00   27.37    0.00    0.00    0.00    0.00    0.00    0.00   36.84
01:22:13 PM    7   36.46    0.00   28.12    0.00    0.00    0.00    0.00    0.00    0.00   35.42

01:22:13 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:22:14 PM  all   24.94    0.00   16.49    0.00    0.00    8.18    0.00    0.00    0.00   50.39
01:22:14 PM    0    6.25    0.00    6.25    0.00    0.00   65.62    0.00    0.00    0.00   21.88
01:22:14 PM    1   23.40    0.00   14.89    0.00    0.00    0.00    0.00    0.00    0.00   61.70
01:22:14 PM    2   26.80    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   59.79
01:22:14 PM    3   25.51    0.00   15.31    0.00    0.00    0.00    0.00    0.00    0.00   59.18
01:22:14 PM    4   30.85    0.00   21.28    0.00    0.00    0.00    0.00    0.00    0.00   47.87
01:22:14 PM    5   33.33    0.00   20.20    0.00    0.00    0.00    0.00    0.00    0.00   46.46
01:22:14 PM    6   29.17    0.00   17.71    0.00    0.00    0.00    0.00    0.00    0.00   53.12
01:22:14 PM    7   23.96    0.00   22.92    0.00    0.00    0.00    0.00    0.00    0.00   53.12

