Linux 6.1.141 (king) 	08/20/2026 	_aarch64_	(8 CPU)

03:24:44 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:24:45 PM  all   24.74    0.00   15.98    0.00    0.00    8.38    0.00    0.00    0.00   50.90
03:24:45 PM    0    6.12    0.00    5.10    0.00    0.00   66.33    0.00    0.00    0.00   22.45
03:24:45 PM    1   29.90    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   57.73
03:24:45 PM    2   27.84    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   59.79
03:24:45 PM    3   26.80    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   62.89
03:24:45 PM    4   24.21    0.00   26.32    0.00    0.00    0.00    0.00    0.00    0.00   49.47
03:24:45 PM    5   31.25    0.00   18.75    0.00    0.00    0.00    0.00    0.00    0.00   50.00
03:24:45 PM    6   26.26    0.00   24.24    0.00    0.00    0.00    0.00    0.00    0.00   49.49
03:24:45 PM    7   25.77    0.00   18.56    0.00    0.00    0.00    0.00    0.00    0.00   55.67

03:24:45 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:24:46 PM  all   20.96    0.00   14.62    0.00    0.00    8.15    0.00    0.00    0.00   56.27
03:24:46 PM    0    6.00    0.00    8.00    0.00    0.00   62.00    0.00    0.00    0.00   24.00
03:24:46 PM    1   24.49    0.00   14.29    0.00    0.00    1.02    0.00    0.00    0.00   60.20
03:24:46 PM    2   19.39    0.00   14.29    0.00    0.00    0.00    0.00    0.00    0.00   66.33
03:24:46 PM    3   23.96    0.00   11.46    0.00    0.00    0.00    0.00    0.00    0.00   64.58
03:24:46 PM    4   25.81    0.00   19.35    0.00    0.00    0.00    0.00    0.00    0.00   54.84
03:24:46 PM    5   25.00    0.00   17.71    0.00    0.00    0.00    0.00    0.00    0.00   57.29
03:24:46 PM    6   20.83    0.00   16.67    0.00    0.00    0.00    0.00    0.00    0.00   62.50
03:24:46 PM    7   22.92    0.00   15.62    0.00    0.00    0.00    0.00    0.00    0.00   61.46

03:24:46 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:24:47 PM  all   21.79    0.00   15.43    0.00    0.00    7.91    0.00    0.00    0.00   54.86
03:24:47 PM    0    8.25    0.00    8.25    0.00    0.00   62.89    0.00    0.00    0.00   20.62
03:24:47 PM    1   27.08    0.00   20.83    0.00    0.00    0.00    0.00    0.00    0.00   52.08
03:24:47 PM    2   30.21    0.00   14.58    0.00    0.00    0.00    0.00    0.00    0.00   55.21
03:24:47 PM    3   23.71    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   62.89
03:24:47 PM    4   20.20    0.00   21.21    0.00    0.00    0.00    0.00    0.00    0.00   58.59
03:24:47 PM    5   18.75    0.00   15.62    0.00    0.00    0.00    0.00    0.00    0.00   65.62
03:24:47 PM    6   24.74    0.00   15.46    0.00    0.00    0.00    0.00    0.00    0.00   59.79
03:24:47 PM    7   21.51    0.00   13.98    0.00    0.00    0.00    0.00    0.00    0.00   64.52

03:24:47 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:24:48 PM  all   23.70    0.00   17.88    0.13    0.00    8.55    0.00    0.00    0.00   49.74
03:24:48 PM    0    5.21    0.00    8.33    0.00    0.00   68.75    0.00    0.00    0.00   17.71
